From	To
P15735	PHKG2
P15848	ARSB
P15880	RPS2
P15907	ST6GAL1
P15924	DSP
P15927	RPA2
P15954	COX7C
P16035	TIMP2
P16050	ALOX15
P16070	CD44
P16083	NQO2
P16104	H2AX
P16109	SELP
P16150	SPN
P16152	CBR1
P16157	ANK1
P16219	ACADS
P16220	CREB1
P16278	GLB1
P16284	PECAM1
P16298	PPP3CB
P16333	NCK1
P16383	GCFC2
P16401	H1-5
P16403	H1-2
P16435	POR
P16455	MGMT
P16520	GNB3
P16591	FER
P16615	ATP2A2
P16671	CD36
P16871	IL7R
P16885	PLCG2
P16930	FAH
P16949	STMN1
P16989	YBX3
P17010	ZFX
P17026	ZNF22
P17050	NAGA
P17066	HSPA6
P17081	RHOQ
P17096	HMGA1
P17152	TMEM11
P17174	GOT1
P17213	BPI
P17252	PRKCA
P17301	ITGA2
P17405	SMPD1
P17480	UBTF
P17516	AKR1C4
P17544	ATF7
P17568	NDUFB7
P17612	PRKACA
P17655	CAPN2
P17661	DES
P17676	CEBPB
P17706	PTPN2
P17812	CTPS1
P17813	ENG
P17844	DDX5
P17858	PFKL
P17900	GM2A
P17927	CR1
P17931	LGALS3
P17947	SPI1
P17980	PSMC3
P17987	TCP1
P18031	PTPN1
P18054	ALOX12
P18065	IGFBP2
P18074	ERCC2
P18077	RPL35A
P18084	ITGB5
P18085	ARF4
P18124	RPL7
P18206	VCL
P18433	PTPRA
P18440	NAT1
P18510	IL1RN
P18583	SON
P18615	NELFE
P18621	RPL17
P18669	PGAM1
P18754	RCC1
P18858	LIG1
P18859	ATP5PF
P18887	XRCC1
P19013	KRT4
P19021	PAM
P19086	GNAZ
P19087	GNAT2
P19113	HDC
P19174	PLCG1
P19224	UGT1A6
P19256	CD58
P19338	NCL
P19367	HK1
P19387	POLR2C
P19388	POLR2E
P19397	CD53
P19404	NDUFV2
P19438	TNFRSF1A
P19440	GGT1
P19447	ERCC3
P19474	TRIM21
P19525	EIF2AK2
P19532	TFE3
P19623	SRM
P19634	SLC9A1
P19784	CSNK2A2
P19793	RXRA
P19801	AOC1
P19838	NFKB1
P19876	CXCL3
P19878	NCF2
P19883	FST
P19971	TYMP
P20020	ATP2B1
P20036	HLA-DPA1
P20042	EIF2S2
P20061	TCN1
P20073	ANXA7
P20132	SDS
P20138	CD33
P20160	AZU1
P20248	CCNA2
P20290	BTF3
P20292	ALOX5AP
P20333	TNFRSF1B
P20338	RAB4A
P20339	RAB5A
P20340	RAB6A
P20472	PVALB
P20585	MSH3
P20591	MX1
P20592	MX2
P20618	PSMB1
P20645	M6PR
P20674	COX5A
P20700	LMNB1
P20701	ITGAL
P20702	ITGAX
P20749	BCL3
P20810	CAST
P20815	CYP3A5
P20839	IMPDH1
P20936	RASA1
P20962	PTMS
P21108	PRPS1L1
P21266	GSTM3
P21281	ATP6V1B2
P21283	ATP6V1C1
P21291	CSRP1
P21333	FLNA
P21359	NF1
P21397	MAOA
P21399	ACO1
P21462	FPR1
P21506	ZNF10
P21583	KITLG
P21675	TAF1
P21695	GPD1
P21730	C5AR1
P21757	MSR1
P21796	VDAC1
P21854	CD72
P21912	SDHB
P21926	CD9
P21953	BCKDHB
P21964	COMT
P21980	TGM2
P22001	KCNA3
P22033	MMUT
P22059	OSBP
P22061	PCMT1
P22083	FUT4
P22087	FBL
P22090	RPS4Y1
P22102	GART
P22234	PAICS
P22304	IDS
P22307	SCP2
P22314	UBA1
P22392	NME2
P22415	USF1
P22570	FDXR
P22612	PRKACG
P22626	HNRNPA2B1
P22670	RFX1
P22676	CALB2
P22681	CBL
P22694	PRKACB
P22695	UQCRC2
P22749	GNLY
P22830	FECH
P22894	MMP8
P22897	MRC1
P23025	XPA
P23141	CES1
P23193	TCEA1
P23219	PTGS1
P23229	ITGA6
P23246	SFPQ
P23258	TUBG1
P23284	PPIB
P23297	S100A1
P23368	ME2
P23381	WARS1
P23396	RPS3
P23443	RPS6KB1
P23458	JAK1
P23469	PTPRE
P23497	SP100
P23526	AHCY
P23528	CFL1
P23588	EIF4B
P23610	F8A1
P23610	F8A2
P23610	F8A3
P23634	ATP2B4
P23743	DGKA
P23769	GATA2
P23786	CPT2
P23919	DTYMK
P23921	RRM1
P23945	FSHR
P23946	CMA1
P24158	PRTN3
P24311	COX7B
P24386	CHM
P24394	IL4R
P24534	EEF1B2
P24539	ATP5PB
P24557	TBXAS1
P24588	AKAP5
P24666	ACP1
P24752	ACAT1
P24844	MYL9
P24928	POLR2A
P24941	CDK2
P25024	CXCR1
P25054	APC
P25098	GRK2
P25105	PTAFR
P25116	F2R
P25205	MCM3
P25208	NFYB
P25325	MPST
P25398	RPS12
P25440	BRD2
P25445	FAS
P25490	YY1
P25685	DNAJB1
P25686	DNAJB2
P25705	ATP5F1A
P25774	CTSS
P25786	PSMA1
P25787	PSMA2
P25788	PSMA3
P25789	PSMA4
P25815	S100P
P25942	CD40
P25963	NFKBIA
P26006	ITGA3
P26010	ITGB7
P26038	MSN
P26196	DDX6
P26232	CTNNA2
P26358	DNMT1
P26368	U2AF2
P26373	RPL13
P26374	CHML
P26440	IVD
P26447	S100A4
P26572	MGAT1
P26583	HMGB2
P26599	PTBP1
P26639	TARS1
P26640	VARS1
P26641	EEF1G
P26885	FKBP2
P26951	IL3RA
P27105	STOM
P27144	AK4
P27216	ANXA13
P27338	MAOB
P27348	YWHAQ
P27361	MAPK3
P27448	MARK3
P27449	ATP6V0C
P27487	DPP4
P27540	ARNT
P27635	RPL10
P27694	RPA1
P27695	APEX1
P27701	CD82
P27707	DCK
P27708	CAD
P27797	CALR
P27815	PDE4A
P27816	MAP4
P27824	CANX
P27986	PIK3R1
P27987	ITPKB
P28039	AOAH
P28062	PSMB8
P28065	PSMB9
P28066	PSMA5
P28067	HLA-DMA
P28068	HLA-DMB
P28070	PSMB4
P28072	PSMB6
P28074	PSMB5
P28161	GSTM2
P28288	ABCD3
P28289	TMOD1
P28290	ITPRID2
P28331	NDUFS1
P28340	POLD1
P28482	MAPK1
P28676	GCA
P28702	RXRB
P28715	ERCC5
P28799	GRN
P28827	PTPRM
P28838	LAP3
P28845	HSD11B1
P28907	CD38
P28908	TNFRSF8
P29083	GTF2E1
P29084	GTF2E2
P29122	PCSK6
P29144	TPP2
P29218	IMPA1
P29350	PTPN6
P29353	SHC1
P29372	MPG
P29373	CRABP2
P29374	ARID4A
P29375	KDM5A
P29401	TKT
P29466	CASP1
P29475	NOS1
P29558	RBMS1
P29590	PML
P29597	TYK2
P29692	EEF1D
P29728	OAS2
P29965	CD40LG
P29966	MARCKS
P29992	GNA11
P30038	ALDH4A1
P30039	PBLD
P30040	ERP29
P30041	PRDX6
P30043	BLVRB
P30044	PRDX5
P30047	GCHFR
P30048	PRDX3
P30049	ATP5F1D
P30050	RPL12
P30084	ECHS1
P30085	CMPK1
P30086	PEBP1
P30101	PDIA3
P30153	PPP2R1A
P30154	PPP2R1B
P30260	CDC27
P30273	FCER1G
P30281	CCND3
P30291	WEE1
P30405	PPIF
P30414	NKTR
P30419	NMT1
P30511	HLA-F
P30519	HMOX2
P30520	ADSS2
P30533	LRPAP1
P30536	TSPO
P30566	ADSL
P30613	PKLR
P30622	CLIP1
P30626	SRI
P30679	GNA15
P30711	GSTT1
P30740	SERPINB1
P30825	SLC7A1
P30837	ALDH1B1
P30876	POLR2B
P31040	SDHA
P31146	CORO1A
P31150	GDI1
P31153	MAT2A
P31321	PRKAR1B
P31323	PRKAR2B
P31350	RRM2
P31431	SDC4
P31483	TIA1
P31641	SLC6A6
P31689	DNAJA1
P31749	AKT1
P31751	AKT2
P31785	IL2RG
P31930	UQCRC1
P31937	HIBADH
P31939	ATIC
P31941	APOBEC3A
P31942	HNRNPH3
P31943	HNRNPH1
P31946	YWHAB
P31948	STIP1
P31949	S100A11
P31994	FCGR2B
P32019	INPP5B
P32119	PRDX2
P32121	ARRB2
P32189	GK
P32239	CCKBR
P32246	CCR1
P32320	CDA
P32321	DCTD
P32322	PYCR1
P32418	SLC8A1
P32455	GBP1
P32456	GBP2
P32519	ELF1
P32780	GTF2H1
P32856	STX2
P32927	CSF2RB
P32929	CTH
P32942	ICAM3
P32969	RPL9
P32969	RPL9P7
P32969	RPL9P8
P32969	RPL9P9
P33121	ACSL1
P33176	KIF5B
P33240	CSTF2
P33241	LSP1
P33316	DUT
P33527	ABCC1
P33681	CD80
P33897	ABCD1
P33908	MAN1A1
P33947	KDELR2
P33981	TTK
P33991	MCM4
P33992	MCM5
P33993	MCM7
P34059	GALNS
P34741	SDC2
P34810	CD68
P34896	SHMT1
P34897	SHMT2
P34910	EVI2B
P34931	HSPA1L
P34932	HSPA4
P34949	MPI
P35030	PRSS3
P35080	PFN2
P35219	CA8
P35221	CTNNA1
P35226	BMI1
P35227	PCGF2
P35232	PHB1
P35236	PTPN7
P35237	SERPINB6
P35240	NF2
P35241	RDX
P35244	RPA3
P35249	RFC4
P35250	RFC2
P35251	RFC1
P35268	RPL22
P35269	GTF2F1
P35270	SPR
P35475	IDUA
P35558	PCK1
P35573	AGL
P35579	MYH9
P35580	MYH10
P35606	COPB2
P35609	ACTN2
P35610	SOAT1
P35611	ADD1
P35613	BSG
P35626	GRK3
P35637	FUS
P35658	NUP214
P35659	DEK
P35754	GLRX
P35790	CHKA
P35813	PPM1A
P35869	AHR
P35914	HMGCL
P35998	PSMC2
P36222	CHI3L1
P36269	GGT5
P36404	ARL2
P36405	ARL3
P36507	MAP2K2
P36542	ATP5F1C
P36543	ATP6V1E1
P36551	CPOX
P36575	ARR3
P36578	RPL4
P36639	NUDT1
P36776	LONP1
P36871	PGM1
P36873	PPP1CC
P36896	ACVR1B
P36897	TGFBR1
P36915	GNL1
P36941	LTBR
P36954	POLR2I
P36955	SERPINF1
P36957	DLST
P36959	GMPR
P36969	GPX4
P37023	ACVRL1
P37108	SRP14
P37173	TGFBR2
P37198	NUP62
P37235	HPCAL1
P37268	FDFT1
P37287	PIGA
P37802	TAGLN2
P37837	TALDO1
P37840	SNCA
P38117	ETFB
P38159	RBMX
P38432	COIL
P38570	ITGAE
P38571	LIPA
P38606	ATP6V1A
P38646	HSPA9
P38919	EIF4A3
P38935	IGHMBP2
P38936	CDKN1A
P39019	RPS19
P39023	RPL3
P39210	MPV17
P39656	DDOST
P39687	ANP32A
P39748	FEN1
P39880	CUX1
P39900	MMP12
P40121	CAPG
P40189	IL6ST
P40197	GP5
P40200	CD96
P40222	TXLNA
P40225	THPO
P40227	CCT6A
P40306	PSMB10
P40337	VHL
P40429	RPL13A
P40616	ARL1
P40692	MLH1
P40763	STAT3
P40818	USP8
P40855	PEX19
P40925	MDH1
P40926	MDH2
P40937	RFC5
P40938	RFC3
P40939	HADHA
P41091	EIF2S3
P41208	CETN2
P41212	ETV6
P41214	EIF2D
P41217	CD200
P41218	MNDA
P41219	PRPH
P41222	PTGDS
P41223	BUD31
P41226	UBA7
P41227	NAA10
P41229	KDM5C
P41240	CSK
P41250	GARS1
P41252	IARS1
P41279	MAP3K8
P41440	SLC19A1
P41567	EIF1
P41743	PRKCI
P42025	ACTR1B
P42126	ECI1
P42166	TMPO
P42167	TMPO
P42224	STAT1
P42226	STAT6
P42229	STAT5A
P42285	MTREX
P42330	AKR1C3
P42331	ARHGAP25
P42336	PIK3CA
P42338	PIK3CB
P42345	MTOR
P42356	PI4KA
P42357	HAL
P42566	EPS15
P42574	CASP3
P42575	CASP2
P42677	RPS27
P42679	MATK
P42680	TEC
P42684	ABL2
P42694	HELZ
P42695	NCAPD3
P42696	RBM34
P42704	LRPPRC
P42765	ACAA2
P42766	RPL35
P42768	WAS
P42771	CDKN2A
P42785	PRCP
P42830	CXCL5
P42858	HTT
P42892	ECE1
P42898	MTHFR
P43003	SLC1A3
P43007	SLC1A4
P43034	PAFAH1B1
P43155	CRAT
P43235	CTSK
P43243	MATR3
P43246	MSH2
P43250	GRK6
P43251	BTD
P43304	GPD2
P43307	SSR1
P43353	ALDH3B1
P43354	NR4A2
P43378	PTPN9
P43405	SYK
P43487	RANBP1
P43490	NAMPT
P43686	PSMC4
P43897	TSFM
P45844	ABCG1
P45877	PPIC
P45880	VDAC2
P45954	ACADSB
P45973	CBX5
P45974	USP5
P45983	MAPK8
P45984	MAPK9
P45985	MAP2K4
P46013	MKI67
P46019	PHKA2
P46060	RANGAP1
P46063	RECQL
P46087	NOP2
P46100	ATRX
P46108	CRK
P46109	CRKL
P46199	MTIF2
P46379	BAG6
P46459	NSF
P46527	CDKN1B
P46531	NOTCH1
P46734	MAP2K3
P46736	BRCC3
P46776	RPL27A
P46777	RPL5
P46778	RPL21
P46779	RPL28
P46781	RPS9
P46782	RPS5
P46783	RPS10
P46926	GNPDA1
P46934	NEDD4
P46939	UTRN
P46940	IQGAP1
P46952	HAAO
P46976	GYG1
P46977	STT3A
P47712	PLA2G4A
P47755	CAPZA2
P47756	CAPZB
P47897	QARS1
P47914	RPL29
P47985	UQCRFS1
P48029	SLC6A8
P48047	ATP5PO
P48059	LIMS1
P48147	PREP
P48163	ME1
P48200	IREB2
P48382	RFX5
P48426	PIP4K2A
P48444	ARCN1
P48448	ALDH3B2
P48449	LSS
P48506	GCLC
P48507	GCLM
P48509	CD151
P48544	KCNJ5
P48553	TRAPPC10
P48556	PSMD8
P48595	SERPINB10
P48634	PRRC2A
P48637	GSS
P48643	CCT5
P48651	PTDSS1
P48668	KRT6C
P48681	NES
P48723	HSPA13
P48729	CSNK1A1
P48730	CSNK1D
P48735	IDH2
P48736	PIK3CG
P48739	PITPNB
P48960	ADGRE5
P49005	POLD2
P49006	MARCKSL1
P49023	PXN
P49069	CAMLG
P49116	NR2C2
P49137	MAPKAPK2
P49184	DNASE1L1
P49189	ALDH9A1
P49247	RPIA
P49257	LMAN1
P49279	SLC11A1
P49281	SLC11A2
P49321	NASP
P49326	FMO5
P49327	FASN
P49354	FNTA
P49356	FNTB
P49366	DHPS
P49368	CCT3
P49406	MRPL19
P49407	ARRB1
P49411	TUFM
P49419	ALDH7A1
P49427	CDC34
P49441	INPP1
P49454	CENPF
P49458	SRP9
P49585	PCYT1A
P49588	AARS1
P49589	CARS1
P49590	HARS2
P49591	SARS1
P49593	PPM1F
P49619	DGKG
P49641	MAN2A2
P49642	PRIM1
P49643	PRIM2
P49662	CASP4
P49711	CTCF
P49715	CEBPA
P49716	CEBPD
P49720	PSMB3
P49721	PSMB2
P49736	MCM2
P49748	ACADVL
P49750	YLPM1
P49754	VPS41
P49755	TMED10
P49756	RBM25
P49757	NUMB
P49759	CLK1
P49767	VEGFC
P49768	PSEN1
P49770	EIF2B2
P49773	HINT1
P49788	RARRES1
P49789	FHIT
P49790	NUP153
P49792	RANBP2
P49795	RGS19
P49796	RGS3
P49810	PSEN2
P49815	TSC2
P49821	NDUFV1
P49840	GSK3A
P49841	GSK3B
P49842	STK19
P49848	TAF6
P49902	NT5C2
P49903	SEPHS1
P49913	CAMP
P49914	MTHFS
P49915	GMPS
P49916	LIG3
P49917	LIG4
P49959	MRE11
P49961	ENTPD1
P50135	HNMT
P50148	GNAQ
P50151	GNG10
P50213	IDH3A
P50225	SULT1A1
P50238	CRIP1
P50336	PPOX
P50395	GDI2
P50402	EMD
P50416	CPT1A
P50440	GATM
P50443	SLC26A2
P50453	SERPINB9
P50454	SERPINH1
P50479	PDLIM4
P50502	ST13
P50542	PEX5
P50548	ERF
P50552	VASP
P50570	DNM2
P50579	METAP2
P50583	NUDT2
P50591	TNFSF10
P50613	CDK7
P50748	KNTC1
P50749	RASSF2
P50750	CDK9
P50851	LRBA
P50897	PPT1
P50914	RPL14
P50990	CCT8
P50991	CCT4
P50995	ANXA11
P51003	PAPOLA
P51114	FXR1
P51116	FXR2
P51148	RAB5C
P51149	RAB7A
P51151	RAB9A
P51153	RAB13
P51159	RAB27A
P51160	PDE6C
P51178	PLCD1
P51397	DAP
P51398	DAP3
P51452	DUSP3
P51531	SMARCA2
P51532	SMARCA4
P51553	IDH3G
P51570	GALK1
P51571	SSR4
P51572	BCAP31
P51575	P2RX1
P51580	TPMT
P51606	RENBP
P51608	MECP2
P51610	HCFC1
P51617	IRAK1
P51648	ALDH3A2
P51649	ALDH5A1
P51659	HSD17B4
P51665	PSMD7
P51668	UBE2D1
P51688	SGSH
P51689	ARSD
P51692	STAT5B
P51784	USP11
P51787	KCNQ1
P51790	CLCN3
P51795	CLCN5
P51797	CLCN6
P51798	CLCN7
P51808	DYNLT3
P51809	VAMP7
P51811	XK
P51812	RPS6KA3
P51825	AFF1
P51828	ADCY7
P51858	HDGF
P51884	LUM
P51946	CCNH
P51948	MNAT1
P51956	NEK3
P51957	NEK4
P51970	NDUFA8
P51991	HNRNPA3
P52209	PGD
P52272	HNRNPM
P52292	KPNA2
P52294	KPNA1
P52306	RAP1GDS1
P52333	JAK3
P52434	POLR2H
P52564	MAP2K6
P52565	ARHGDIA
P52566	ARHGDIB
P52594	AGFG1
P52597	HNRNPF
P52630	STAT2
P52655	GTF2A1
P52657	GTF2A2
P52701	MSH6
P52732	KIF11
P52739	ZNF131
P52756	RBM5
P52757	CHN2
P52758	RIDA
P52788	SMS
P52789	HK2
P52790	HK3
P52815	MRPL12
P52824	DGKQ
P52848	NDST1
P52849	NDST2
P52888	THOP1
P52895	AKR1C2
P52907	CAPZA1
P52926	HMGA2
P52943	CRIP2
P52948	NUP98
P53004	BLVRA
P53007	SLC25A1
P53041	PPP5C
P53350	PLK1
P53355	DAPK1
P53365	ARFIP2
P53367	ARFIP1
P53370	NUDT6
P53384	NUBP1
P53396	ACLY
P53582	METAP1
P53597	SUCLG1
P53602	MVD
P53611	RABGGTB
P53618	COPB1
P53621	COPA
P53634	CTSC
P53667	LIMK1
P53671	LIMK2
P53675	CLTCL1
P53677	AP3M2
P53680	AP2S1
P53701	HCCS
P53801	PTTG1IP
P53985	SLC16A1
P53990	IST1
P53992	SEC24C
P53999	SUB1
P54098	POLG
P54105	CLNS1A
P54132	BLM
P54136	RARS1
P54198	HIRA
P54252	ATXN3
P54259	ATN1
P54278	PMS2
P54577	YARS1
P54578	USP14
P54619	PRKAG1
P54652	HSPA2
P54687	BCAT1
P54707	ATP12A
P54709	ATP1B3
P54725	RAD23A
P54727	RAD23B
P54802	NAGLU
P54803	GALC
P54819	AK2
P54852	EMP3
P54886	ALDH18A1
P54920	NAPA
P54922	ADPRH
P55008	AIF1
P55010	EIF5
P55011	SLC12A2
P55036	PSMD4
P55039	DRG2
P55058	PLTP
P55060	CSE1L
P55072	VCP
P55081	MFAP1
P55084	HADHB
P55145	MANF
P55157	MTTP
P55160	NCKAP1L
P55196	AFDN
P55199	ELL
P55201	BRPF1
P55209	NAP1L1
P55210	CASP7
P55211	CASP9
P55212	CASP6
P55263	ADK
P55265	ADAR
P55327	TPD52
P55345	PRMT2
P55735	SEC13
P55769	SNU13
P55774	CCL18
P55786	NPEPPS
P55789	GFER
P55795	HNRNPH2
P55809	OXCT1
P55854	SUMO3
P55884	EIF3B
P55899	FCGRT
P55957	BID
P56134	ATP5MF
P56181	NDUFV3
P56182	RRP1
P56192	MARS1
P56202	CTSW
P56211	ARPP19
P56270	MAZ
P56277	CMC4
P56373	P2RX3
P56377	AP1S2
P56385	ATP5ME
P56524	HDAC4
P56537	EIF6
P56545	CTBP2
P56556	NDUFA6
P56589	PEX3
P56645	PER3
P56937	HSD17B7
P56945	BCAR1
P56962	STX17
P57057	SLC37A1
P57076	CFAP298
P57105	SYNJ2BP
P57678	GEMIN4
P57679	EVC
P57729	RAB38
P57737	CORO7
P57740	NUP107
P57764	GSDMD
P57768	SNX16
P57772	EEFSEC
P58107	EPPK1
P58215	LOXL3
P58335	ANTXR2
P58511	SMIM11
P58546	MTPN
P59190	RAB15
P59768	GNG2
P59780	AP3S2
P59998	ARPC4
P60033	CD81
P60059	SEC61G
P60174	TPI1
P60228	EIF3E
P60468	SEC61B
P60484	PTEN
P60510	PPP4C
P60520	GABARAPL2
P60602	ROMO1
P60604	UBE2G2
P60660	MYL6
P60673	PFN3
P60842	EIF4A1
P60866	RPS20
P60891	PRPS1
P60900	PSMA6
P60903	S100A10
P60953	CDC42
P60981	DSTN
P60983	GMFB
P61006	RAB8A
P61009	SPCS3
P61011	SRP54
P61018	RAB4B
P61019	RAB2A
P61020	RAB5B
P61026	RAB10
P61073	CXCR4
P61081	UBE2M
P61086	UBE2K
P61088	UBE2N
P61106	RAB14
P61158	ACTR3
P61160	ACTR2
P61163	ACTR1A
P61201	COPS2
P61204	ARF3
P61221	ABCE1
P61224	RAP1B
P61225	RAP2B
P61244	MAX
P61247	RPS3A
P61254	RPL26
P61289	PSME3
P61313	RPL15
P61326	MAGOH
P61353	RPL27
P61421	ATP6V0D1
P61457	PCBD1
P61513	RPL37A
P61586	RHOA
P61604	HSPE1
P61619	SEC61A1
P61626	LYZ
P61758	VBP1
P61764	STXBP1
P61769	B2M
P61803	DAD1
P61916	NPC2
P61923	COPZ1
P61925	PKIA
P61956	SUMO2
P61960	UFM1
P61964	WDR5
P61966	AP1S1
P61970	NUTF2
P61978	HNRNPK
P61981	YWHAG
P62081	RPS7
P62136	PPP1CA
P62166	NCS1
P62191	PSMC1
P62195	PSMC5
P62241	RPS8
P62244	RPS15A
P62249	RPS16
P62253	UBE2G1
P62256	UBE2H
P62258	YWHAE
P62263	RPS14
P62266	RPS23
P62269	RPS18
P62277	RPS13
P62280	RPS11
P62304	SNRPE
P62306	SNRPF
P62310	LSM3
P62312	LSM6
P62314	SNRPD1
P62316	SNRPD2
P62318	SNRPD3
P62328	TMSB4X
P62330	ARF6
P62333	PSMC6
P62341	SELENOT
P62380	TBPL1
P62424	RPL7A
P62487	POLR2G
P62491	RAB11A
P62495	ETF1
P62633	CNBP
P62699	YPEL5
P62701	RPS4X
P62745	RHOB
P62750	RPL23A
P62753	RPS6
P62805	H4C1
P62805	H4C11
P62805	H4C12
P62805	H4C13
P62805	H4C14
P62805	H4C15
P62805	H4C16
P62805	H4C2
P62805	H4C3
P62805	H4C4
P62805	H4C5
P62805	H4C6
P62805	H4C8
P62805	H4C9
P62820	RAB1A
P62826	RAN
P62829	RPL23
P62834	RAP1A
P62837	UBE2D2
P62841	RPS15
P62851	RPS25
P62854	RPS26
P62857	RPS28
P62861	FAU
P62873	GNB1
P62879	GNB2
P62888	RPL30
P62899	RPL31
P62906	RPL10A
P62910	RPL32
P62913	RPL11
P62917	RPL8
P62937	PPIA
P62942	FKBP1A
P62979	RPS27A
P62993	GRB2
P63000	RAC1
P63010	AP2B1
P63096	GNAI1
P63098	PPP3R1
P63104	YWHAZ
P63151	PPP2R2A
P63165	SUMO1
P63167	DYNLL1
P63172	DYNLT1
P63208	SKP1
P63220	RPS21
P63241	EIF5A
P63244	RACK1
P63267	ACTG2
P63272	SUPT4H1
P63279	UBE2I
P63302	SELENOW
P63313	TMSB10
P67775	PPP2CA
P67809	YBX1
P67812	SEC11A
P67870	CSNK2B
P67936	TPM4
P68036	UBE2L3
P68104	EEF1A1
P68133	ACTA1
P68366	TUBA4A
P68400	CSNK2A1
P68402	PAFAH1B2
P68871	HBB
P69905	HBA1
P69905	HBA2
P78312	FAM193A
P78314	SH3BP2
P78316	NOP14
P78318	IGBP1
P78324	SIRPA
P78325	ADAM8
P78330	PSPH
P78332	RBM6
P78344	EIF4G2
P78345	RPP38
P78346	RPP30
P78347	GTF2I
P78356	PIP4K2B
P78362	SRPK2
P78368	CSNK1G2
P78371	CCT2
P78380	OLR1
P78382	SLC35A1
P78383	SLC35B1
P78385	KRT83
P78386	KRT85
P78406	RAE1
P78417	GSTO1
P78527	PRKDC
P78536	ADAM17
P78537	BLOC1S1
P78539	SRPX
P78540	ARG2
P78559	MAP1A
P78560	CRADD
P78563	ADARB1
P79483	HLA-DRB3
P80217	IFI35
P80303	NUCB2
P80404	ABAT
P80511	S100A12
P80723	BASP1
P81605	DCD
P82094	TMF1
P82650	MRPS22
P82663	MRPS25
P82664	MRPS10
P82673	MRPS35
P82675	MRPS5
P82909	KGD4
P82912	MRPS11
P82914	MRPS15
P82930	MRPS34
P82932	MRPS6
P82933	MRPS9
P82970	HMGN5
P82979	SARNP
P83110	HTRA3
P83111	LACTB
P83436	COG7
P83731	RPL24
P83881	RPL36A
P83916	CBX1
P84077	ARF1
P84085	ARF5
P84090	ERH
P84095	RHOG
P84101	SERF2
P84103	SRSF3
P84157	MXRA7
P85037	FOXK1
P86397	HTD2
P98082	DAB2
P98155	VLDLR
P98160	HSPG2
P98170	XIAP
P98171	ARHGAP4
P98172	EFNB1
P98175	RBM10
P98179	RBM3
P98194	ATP2C1
P98196	ATP11A
P99999	CYCS
Q00013	MPP1
Q00059	TFAM
Q00169	PITPNA
Q00325	SLC25A3
Q00341	HDLBP
Q00403	GTF2B
Q00534	CDK6
Q00535	CDK5
Q00536	CDK16
Q00537	CDK17
Q00577	PURA
Q00610	CLTC
Q00613	HSF1
Q00653	NFKB2
Q00688	FKBP3
Q00722	PLCB2
Q00765	REEP5
Q00796	SORD
Q00839	HNRNPU
Q00978	IRF9
Q01081	U2AF1
Q01082	SPTBN1
Q01085	TIAL1
Q01105	SET
Q01130	SRSF2
Q01167	FOXK2
Q01196	RUNX1
Q01201	RELB
Q01362	MS4A2
Q01415	GALK2
Q01432	AMPD3
Q01433	AMPD2
Q01459	CTBS
Q01469	FABP5
Q01518	CAP1
Q01543	FLI1
Q01581	HMGCS1
Q01628	IFITM3
Q01629	IFITM2
Q01638	IL1RL1
Q01650	SLC7A5
Q01658	DR1
Q01664	TFAP4
Q01780	EXOSC10
Q01804	OTUD4
Q01813	PFKP
Q01814	ATP2B2
Q01826	SATB1
Q01831	XPC
Q01844	EWSR1
Q01968	OCRL
Q01970	PLCB3
Q02040	AKAP17A
Q02083	NAAA
Q02086	SP2
Q02108	GUCY1A1
Q02127	DHODH
Q02153	GUCY1B1
Q02156	PRKCE
Q02218	OGDH
Q02252	ALDH6A1
Q02318	CYP27A1
Q02338	BDH1
Q02410	APBA1
Q02413	DSG1
Q02446	SP4
Q02447	SP3
Q02487	DSC2
Q02539	H1-1
Q02543	RPL18A
Q02742	GCNT1
Q02750	MAP2K1
Q02790	FKBP4
Q02809	PLOD1
Q02818	NUCB1
Q02878	RPL6
Q02880	TOP2B
Q02952	AKAP12
Q02978	SLC25A11
Q03001	DST
Q03111	MLLT1
Q03113	GNA12
Q03154	ACY1
Q03164	KMT2A
Q03169	TNFAIP2
Q03181	PPARD
Q03188	CENPC
Q03252	LMNB2
Q03405	PLAUR
Q03426	MVK
Q03518	TAP1
Q03519	TAP2
Q03701	CEBPZ
Q04206	RELA
Q04323	UBXN1
Q04446	GBE1
Q04637	EIF4G1
Q04656	ATP7A
Q04695	KRT17
Q04721	NOTCH2
Q04726	TLE3
Q04727	TLE4
Q04759	PRKCQ
Q04760	GLO1
Q04828	AKR1C1
Q04837	SSBP1
Q04864	REL
Q04900	CD164
Q04917	YWHAH
Q04941	PLP2
Q05048	CSTF1
Q05084	ICA1
Q05086	UBE3A
Q05209	PTPN12
Q05315	CLC
Q05397	PTK2
Q05513	PRKCZ
Q05519	SRSF11
Q05639	EEF1A2
Q05655	PRKCD
Q05682	CALD1
Q05823	RNASEL
Q05940	SLC18A2
Q05BQ5	MBTD1
Q05D32	CTDSPL2
Q06124	PTPN11
Q06136	KDSR
Q06187	BTK
Q06190	PPP2R3A
Q06203	PPAT
Q06210	GFPT1
Q06265	EXOSC9
Q06323	PSME1
Q06330	RBPJ
Q06481	APLP2
Q06546	GABPA
Q06547	GABPB1
Q06587	RING1
Q06787	FMR1
Q06830	PRDX1
Q07002	CDK18
Q07020	RPL18
Q07021	C1QBP
Q07065	CKAP4
Q07092	COL16A1
Q07108	CD69
Q07157	TJP1
Q07352	ZFP36L1
Q07617	SPAG1
