"formatted_name","Alignment.ID.beataml","Average.Rt.min..beataml","Average.Mz.beataml","original_name.beataml","Adduct.type.beataml","Reference.m.z.beataml","Formula.beataml","Ontology.beataml","MS.MS.spectrum.beataml","QC_CV.beataml","Alignment.ID.pilot","Average.Rt.min..pilot","Average.Mz.pilot","original_name.pilot","BEAT.NEG.Alignment.ID","BEAT.RT","Adduct.type.pilot","Reference.m.z.pilot","ppm.error","Formula.pilot","Ontology.pilot","S.N.average","MS1.isotopic.spectrum","MS.MS.spectrum.pilot","Std.dev","median","X.CV","QCpool_flag","Sample_flag","QC_CV.pilot","Blank_Co_Lip_01","Blank_Co_Lip_02","Blank_Co_Lip_03","Blank_Co_Lip_04","Blank_Co_Lip_05","Blank_Co_Lip_06","Blank_Co_Lip_07","Blank_Co_Lip_08","Blank_Co_Lip_09","Blank_Co_Lip_10","Blank_Co_Lip_11","Blank_Co_Lip_12","Blank_Co_Lip_13","Blank_Co_Lip_14","Blank_Co_Lip_15","Blank_Co_Lip_16","Blank_Co_Lip_17","Blank_Co_Lip_18","Blank_Co_Lip_19","Blank_Co_Lip_20","Blank_Co_Lip_21","Blank_Co_Lip_22","Blank_Co_Lip_23","Blank_Co_Lip_24","Lip_PB_01","Lip_PB_02","Lip_PB_03","QC_Pool_Lip_001","QC_Pool_Lip_002","QC_Pool_Lip_003","QC_Pool_Lip_004","QC_Pool_Lip_01","QC_Pool_Lip_02","QC_Pool_Lip_03","QC_Pool_Lip_04","QC_Pool_Lip_05","QC_Pool_Lip_06","QC_Pool_Lip_07","QC_Pool_Lip_08","BEAT.AML.Alignment.ID","BEAT.AML.RT"
"neg_Cer 42:0;O2|Cer 18:0;O2/24:0_[M-H]-__A","7467","28.325","650.64813","Cer 42:0;O2|Cer 18:0;O2/24:0","[M-H]-","650.64569","C42H85NO3","Cer_NDS","95.35895:6545 102.20117:5486 239.23712:54071 268.26453:6311 283.29886:5844 300.29187:22274 349.34729:86625 366.37442:32098 367.35834:63257 392.38989:400304 408.38596:61436 410.40338:8321 602.62598:132375 618.62097:141587 650.64691:727386",46.8942009187322,"7980, 9200","27.212","650.64502, 710.66541","Cer 42:0;O2|Cer 18:0;O2/24:0__AA","7467",28.325,"[M-H]-, [M+CH3COO]-","650.64569, 710.66681","1.02974631231328, 1.96998084109671","C42H85NO3","Cer_NDS","232.21, 1059.81","650.64575:5469394 651.6491:3065254 652.65246:722735, 710.66577:1626269 711.66912:1081602 712.67248:278360","148.12915:9318 148.177:13008 155.11127:6170 178.29616:6877 215.101:5380 239.23712:454909 252.26648:19208 265.25259:10650 268.2637:84177 280.263:16156 282.27637:16890 300.28998:177110 300.36728:10340 349.34674:700729 351.36136:16497 365.37326:13440 366.37375:221522 367.35699:471027 392.38913:2981128 408.38409:537030 410.40018:41376 602.62341:847503 614.62988:19854 618.61743:1020083 632.6333:67297 650.64325:6009172, 154.92598:5859 178.2872:6978 239.23715:75366 268.26324:10156 300.28973:42037 349.34625:121313 349.43137:9774 366.37314:45032 367.35678:96731 392.38824:529601 408.38318:108329 408.50439:6131 410.39746:10957 602.62286:158630 618.61572:204375 632.6286:17884 650.64233:2472659 710.67169:7907","140667.240143991, 246328.993353171","1245565, 2011267","11.293448366323, 12.2474536375912",0,0,11.8352086890982,14.6083703438614,14.6127533350446,14.6943578872215,13.9307373375629,13.9544689714343,14.5628982624574,13.7991804188253,14.1953722074027,14.0642375309714,13.8888383601513,14.3401282737006,14.3826915668966,15.7817182934362,14.1178054116824,14.101811569824,13.7142455176661,13.8632183475824,15.7473013745163,13.6856248397263,17.7911374457686,13.9593680789095,13.8359516991247,13.9050108623903,13.8943441118244,14.2210583986974,13.8304161717929,13.4178525148859,21.8810523301144,21.7760189031106,21.6462941360242,21.6236930910993,21.7937926029603,21.4528620808162,21.7994104865553,21.5765627696552,21.7179148423996,21.3576083802685,21.4065460245779,21.4853109553484,NA,NA
"neg_Cer 42:0;O2|Cer 18:0;O2/24:0_[M-H]-__B","7468","28.509","650.64868","Cer 42:0;O2|Cer 18:0;O2/24:0","[M-H]-","650.64569","C42H85NO3","Cer_NDS","174.05717:5939 239.23785:13583 300.29001:7847 349.34735:21331 366.3703:7076 367.35876:59998 392.38953:111804 408.38712:25262 554.54395:6038 602.62457:40124 618.6156:15823 650.64728:267530",52.3472075484533,"7979, 9199","27.395","650.64478, 710.6651","Cer 42:0;O2|Cer 18:0;O2/24:0__BB","7468",28.509,"[M-H]-, [M+CH3COO]-","650.64569, 710.66681","1.39861066316478, 2.40619088430873","C42H85NO3","Cer_NDS","53.03, 166.7","650.64484:225561 651.64819:131524 652.65155:25515, 710.66638:804097 711.66973:543456 712.67309:138531","94.11601:5466 102.14832:5725 178.28845:7808 239.23595:21828 300.28583:11027 349.34497:39498 366.37439:8486 367.35495:79372 392.38705:160402 408.38354:37884 602.6225:54742 618.61237:22392 650.64264:439038, 110.86209:5533 213.60927:5981 239.23734:29913 257.36728:5775 268.26395:8952 300.28973:26137 312.89304:6427 349.34726:71745 366.3797:8812 367.35715:157404 392.38907:250036 408.38382:72193 578.34973:8506 602.62518:77638 618.61493:31894 632.64392:5964 650.64423:1639190 710.63605:7439","27098.0301341539, 34265.5985382106","223557.5, 254635","12.1212798202493, 13.4567512471618",0,0,12.655413157115,12.3222098437489,12.7030383889864,12.5596160858127,11.9351650496037,12.0861362250273,12.6231956354529,11.72451385312,11.8989792046225,12.4254781876453,11.9225844027137,12.3431857154479,12.4262647547021,12.2517782570359,11.9004894848346,12.3616696794928,11.2772874001304,12.1699250014423,12.0606959316875,11.2155329997457,17.4448207830894,11.8093662078161,12.0996765548596,12.0437108633472,12.1996723448364,12.326710358347,11.5206186805563,11.7418882727353,19.1199416399587,19.0524884507622,18.8605808317105,18.8021723865487,19.0310280665659,18.7173517748029,19.0352421080657,18.8738526003837,19.0354757118,18.6464215947353,18.5809872106673,18.6749232529577,NA,NA
"neg_Cer 40:0;O2|Cer 18:0;O2/22:0","8121, 6861","27.559, 27.56","682.63879, 622.61737","Cer 40:0;O2|Cer 18:0;O2/22:0","[M+CH3COO]-, [M-H]-","682.6355, 622.61438","C40H81NO3","Cer_NDS","178.29129:19033 239.23817:53229 268.26852:10096 300.28986:28846 321.31708:84995 338.34174:29318 339.32755:64381 364.35934:380904 380.35422:87583 574.39081:8728 574.59528:127331 590.58954:154876 604.60815:11791 622.61499:1661801, 102.35621:5722 227.76616:6821 239.23834:52902 268.26682:13926 300.29242:25129 321.31741:83737 338.34555:27049 339.32797:64507 364.35986:356357 380.35483:70830 473.89417:6721 574.59589:113853 590.59039:127676 622.61572:747712",49.7683421180819,"7435, 8656","26.462","622.61627, 682.63788","Cer 40:0;O2|Cer 18:0;O2/22:0__AA","8121",27.559,"[M-H]-, [M+CH3COO]-","622.61438, 682.6355","-3.03558681057616, -3.4864872981503","C40H81NO3","Cer_NDS","253.28, 858.05","622.61475:514473 623.6181:325195 624.62146:68434, 682.63544:1349478 683.63879:851602 684.64215:207466","83.66734:5211 87.83211:5349 100.513:5135 102.12238:5318 178.3302:13662 239.23712:73965 268.26569:10547 298.52267:5463 300.28839:25615 321.31552:107390 321.39587:9613 338.3407:34517 339.32556:72667 364.35757:443065 380.35162:89747 382.37875:5737 392.38779:7970 447.23245:6341 574.59119:128974 590.58612:156130 604.59747:8326 622.61206:840824, 125.8828:5624 239.23633:37574 268.26303:7226 300.29016:21852 308.8508:5596 321.31363:53981 338.34238:22166 339.32452:37304 364.35629:252577 380.35052:53747 425.8938:5830 574.58929:79853 590.58484:101171 604.59216:8295 622.61035:1324444 682.63544:8842","80863.189807857, 125711.982075551","889649.5, 1269178.5","9.08933122627024, 9.90498831138023",0,0,9.35243816777216,14.4705317811617,14.3951324383858,14.4832489648432,13.6816776552097,13.9996477365284,14.4324114047036,13.7506023179592,13.9652431725569,13.867954362086,13.7564520777868,14.133704150214,13.8884578775115,15.4870863402713,13.881305185414,13.8707500033461,13.2650289424582,13.7893298600924,15.6114283080596,13.6320864128352,16.4509051507552,13.7184258472446,13.4459201271752,13.6403579248304,13.7413616455927,14.0443941193585,13.4899733631114,13.2756880403848,21.1937743898595,21.1876112310221,21.0414031508616,21.0196436622549,21.1891235663701,20.9575356965554,21.2487325296792,21.0273161428815,21.1373451659421,20.8350434393524,20.9038664038376,20.912559000381,NA,NA
"neg_Cer 40:2;O2|Cer 18:1;O2/22:1","6755, 8037","26.288","618.58685, 678.60828","Cer 40:2;O2|Cer 18:1;O2/22:1","[M-H]-, [M+CH3COO]-","618.58313, 678.60419","C40H77NO3","Cer_NS","83.93336:5277 178.29108:12408 209.19131:32879 235.20639:26887 237.22255:259167 240.23413:6905 250.25502:11816 263.23853:194620 266.25131:16656 268.26453:41462 298.27481:16140 319.30139:240013 322.37167:7037 335.33289:6977 336.32855:218784 337.31219:144559 347.3338:28642 362.34402:973068 364.36029:28381 365.34061:8472 378.33975:164154 390.37524:111972 406.3656:13310 450.25125:6289 457.23865:6870 570.56421:132615 586.55969:173618 588.57379:272684 600.56793:11417 618.58411:1135579, 147.27625:8575 190.38098:5990 209.19101:9253 235.20662:9927 237.22166:88135 263.23795:90744 268.26578:15418 281.23886:6946 319.30093:75997 336.32755:89586 336.41562:9186 337.31052:56323 347.32993:10854 362.34335:353423 364.35428:10018 365.34293:7691 378.33844:65194 390.37396:40027 570.56409:40596 586.55957:67255 588.57269:121706 618.58398:1077431 678.65668:21518",49.1785702020097,"8579, 7333","25.392","678.6073, 618.58459","Cer 40:2;O2|Cer 18:1;O2/22:1__BB","8037",26.288,"[M+CH3COO]-, [M-H]-","678.60419, 618.58313","-4.58293663054511, -2.36023248817911","C40H77NO3","Cer_NS","705.92, 816.59","678.60565:653829 679.609:395356 680.61236:0, 618.58331:2555142 619.58666:1375326 620.59002:292210","235.20566:25458 237.22066:62713 261.22131:20715 263.23709:53707 268.26016:9597 319.30051:44128 321.31503:12247 336.32574:52404 337.31009:26840 338.34329:17293 339.32309:11897 362.34177:218691 364.35693:72526 378.33655:46907 380.35345:15313 570.56854:32022 586.5545:60850 588.57092:95423 618.5813:916084 678.67291:27813, 79.43955:6106 104.32879:5082 128.98872:5475 175.33302:6378 178.32953:12828 237.22116:89698 263.23676:93763 268.26291:14494 281.24945:5775 319.29984:77728 336.32559:79261 337.31079:56313 362.34167:343724 364.35843:13652 378.33545:52956 390.37103:8229 501.48215:6848 570.55804:36946 574.5921:7519 586.55402:64697 588.56958:86805 618.57959:418072","137261.478432506, 95572.8170312849","1866081, 1633530","7.35560130736586, 5.85069248996253",0,0,6.56380566293826,NA,10.5008418795569,NA,7.18982455888002,10.1472049249422,9.82972273508606,9.64925617751731,9.74986942739684,8.7714894695006,9.89784545600551,10.3376219019925,9.43254190038826,10.5736471874933,9.08746284125034,9.75988818322183,9.66888498426625,9.05528243550119,10.0389189892923,NA,10.8113746935099,9.95128471496697,9.97441458980553,9.87344411251538,9.07146236255662,13.0547738772299,11.8902642770211,12.5090326863065,21.8721803719167,21.8363116065422,21.7672448990419,21.7274057387449,21.7838750952803,21.6550506801311,21.7814589722422,21.6759178489589,21.8036786582142,21.5983024414231,21.577334315521,21.6485063627975,NA,NA
"neg_Cer 43:1;O2|Cer 18:1;O2/25:0","7756, 8885","28.432","662.64911, 722.67047","Cer 43:1;O2|Cer 18:1;O2/25:0","[M-H]-, [M+CH3COO]-","662.64569, 722.66681","C43H85NO3","Cer_NS","76.15038:6607 107.81306:6045 144.47142:6024 178.34053:9684 237.22058:41195 263.23615:35137 363.36176:39946 367.35858:7593 380.3891:34576 381.37479:21408 392.38986:32939 406.4046:151633 422.39749:22336 614.62787:23709 630.61847:28711 632.63788:53628 662.64661:258893, 237.22142:17200 263.2384:14345 285.27762:5694 363.36844:12634 380.3877:12697 381.36926:9252 406.4046:67463 422.40341:9706 614.62335:7444 630.62036:15607 632.64026:26150 662.64801:203697",35.9052124581943,"8225, 9444","27.317, 27.318","662.64667, 722.66711","Cer 43:1;O2|Cer 18:1;O2/25:0__AA","7756",28.432,"[M-H]-, [M+CH3COO]-","662.64569, 722.66681","-1.47892005458731, -0.415129068850822","C43H85NO3","Cer_NS","146.76, 195.28","662.64587:865393 663.64922:535020 664.65258:121442, 722.66669:1161910 723.67004:760898 724.6734:192388","97.02556:5242 167.17006:5123 237.22154:188531 239.23338:8086 250.25266:11371 251.2381:35194 263.23724:163307 265.25302:6012 266.24838:15749 268.263:28081 277.25262:21911 281.24881:5862 298.27673:9110 349.3465:17734 363.36243:155022 363.45645:11103 366.37323:17317 367.3598:17628 378.37234:15020 380.28592:11315 380.38849:159780 381.37265:105898 392.38931:110854 406.40442:680768 408.38297:20129 420.41199:15923 422.39905:102499 614.62152:101228 630.61572:128711 632.63269:208690 644.62933:10103 662.64185:1093862, 191.55782:6864 237.22099:108627 251.23586:19510 259.23831:7583 263.23639:104762 266.24591:7209 268.26407:17405 277.25104:15685 281.24384:6459 289.68683:5675 298.27612:12495 303.23151:71762 349.34668:18380 363.36069:93464 366.37592:23425 367.35788:12628 378.37418:10641 380.38776:106138 381.37201:83177 392.38791:73639 406.40369:420268 408.37396:12117 422.39844:70501 436.27933:12889 452.99045:7122 614.62207:58677 630.61395:95594 630.83661:11773 632.633:181592 632.87384:8924 662.64288:1748766","55718.0773197043, 78973.5708551037","512758, 704684.5","10.866349685369, 11.2069402484521",0,0,10.8287703095874,12.8572034715082,13.007027266894,12.9393955601816,12.2452555803066,12.2629757012279,13.376532412848,12.0175044011094,11.9373738201921,12.5924570372681,12.2440664641948,12.7249401184624,12.703471046072,15.6779398163901,12.3171299263845,12.6422773785039,11.9225844027137,12.0143692422351,14.6615554424678,11.0216740428584,17.3801228092339,11.3592004851336,11.617008227652,11.9417812422785,11.2894425756883,13.5096513111781,12.4731983836775,12.8189815394324,20.4797141595135,20.3921717051665,20.2287552894184,20.1567546392776,20.3669998126643,20.1092185214469,20.3893246398659,20.2019647477521,20.2997099849891,20.0094814795879,20.0262046190648,20.0946447361807,NA,NA
"neg_Cer 34:2;O2|Cer 18:2;O2/16:0_[M-H]-__B","4892","22.178","534.49097","Cer 34:2;O2|Cer 18:2;O2/16:0_[M-H]-__B","[M-H]-","534.4892","C34H65NO3","Cer_NS","81.12667:5363 235.20572:28688 237.22127:22559 254.24783:14149 255.23285:16360 261.22189:17347 263.24063:7453 278.24808:35567 280.26404:79304 296.26093:12373 486.46823:14972 502.465:16600 504.48019:36520 534.49103:104961",50.5700420512685,"5596, 6852","21.403, 21.404","534.4881, 594.50916","Cer 34:2;O2|Cer 18:2;O2/16:0__BB","4892",22.178,"[M-H]-, [M+CH3COO]-","534.4892, 594.51031","2.05803971333986, 1.93436510807085","C34H65NO3","Cer_NS","97.87, 43.97","534.48865:397039 535.492:217046 536.49536:24461, 594.51031:331934 595.51366:133333 596.51702:31588","235.20609:35108 237.22107:28521 248.23634:5590 252.23692:6706 254.24731:25621 255.23303:16180 261.2218:15131 278.25009:27356 280.26346:98763 296.26056:16428 486.47098:17025 502.46527:18049 504.4794:34003 534.4903:136140, 136.85643:5578 146.94385:6394 178.28604:12716 183.14156:5981 185.17537:5182 185.75603:6006 222.58423:5520 235.20441:24803 237.21992:21214 254.24678:13466 255.22664:8583 261.21942:15229 278.24615:17323 280.26163:67656 296.25705:7113 486.46149:9991 502.45999:12994 504.47397:27888 534.48688:236978 594.58337:46743","7288.36325465589, 13462.1607824234","213627, 199029","3.41172382454273, 6.76391921902003",0,0,4.50331809419363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7015061455099,18.7109342025314,18.7286977884086,18.6471000129817,18.7875391368478,18.5847203288243,18.6603650453919,18.5774693973623,18.6905402719484,18.5821052197585,18.6264113295502,18.6738680336812,NA,NA
"neg_Cer 36:0;O2|Cer 18:0;O2/18:0_[M-H]-__B","5526","25.823","566.55377","Cer 36:0;O2|Cer 18:0;O2/18:0_[M-H]-__B","[M-H]-","566.55182","C36H73NO3","Cer_NDS","239.23914:14707 265.2529:32607 282.27859:7811 283.26242:57371 300.28333:10207 308.29535:115507 310.6438:6632 324.29062:30138 518.53333:33840 534.52612:14948 566.55231:295819",64.0393154000311,"6280, 7510","24.809","566.55261, 626.57422","Cer 36:0;O2|Cer 18:0;O2/18:0__BB","5526",25.823,"[M-H]-, [M+CH3COO]-","566.55182, 626.57288","-1.3944002508687, -2.13861793685316","C36H73NO3","Cer_NDS","20.87, 139.97","566.55261:848581 567.55596:461514 568.55932:90046, 626.57422:693144 627.57757:377662 628.58093:87881","108.38606:5942 239.23776:60074 265.25345:102490 268.26425:13615 282.27963:23495 283.26385:195471 300.29077:34090 308.29572:370488 324.29065:85473 336.32712:11056 518.53046:145045 533.97144:6350 534.52295:45319 548.54236:11594 566.55078:964621, 178.3309:11416 239.23611:21088 265.25378:27577 282.27499:7375 283.26227:76376 300.28882:22737 308.29419:124103 324.28909:41177 518.52722:44578 519.56055:6372 534.5202:14788 548.52966:6432 566.54962:847458","10014.6079224755, 6690.7573035834","149243, 125393","6.71026977645551, 5.33582999336757",0,0,5.81495596162493,NA,9.08214904135387,NA,NA,NA,NA,8.83920378809694,9.02790599656988,NA,NA,9.17492568250068,NA,NA,8.94251450533924,9.211888294546,NA,NA,8.6582114827518,NA,13.8768046894854,NA,NA,NA,9.23840473932508,11.2100624832402,9.7714894695006,10.2644426002266,18.1714700303388,18.042407509549,18.1494742468585,18.0590275266236,18.1990204699148,18.0498006998386,18.1743551919362,17.9518652282639,18.2126531170152,18.0235215509604,18.0277440470349,18.0590433749873,NA,NA
"neg_Cer 43:2;O2|Cer 19:1;O2/24:1_[M+CH3COO]-__B","8851","27.618","720.65417","Cer 43:2;O2|Cer 19:1;O2/24:1_[M+CH3COO]-__B","[M+CH3COO]-","720.65112","C43H83NO3","Cer_NS","93.15204:5637 178.34195:16208 237.22119:34229 251.2361:40195 263.23685:33005 277.25287:29762 347.33301:30387 361.34836:29873 364.35849:32104 365.33957:26424 378.3735:35838 379.3591:20285 390.37411:158960 404.38931:141165 406.36978:26628 420.38605:20751 489.52094:7321 612.61426:36267 628.59485:49022 629.52881:10004 630.61224:89050 642.6261:6847 660.63171:738569 720.67767:12305",34.7933484514301,"8178","26.514","660.62946","Cer 43:2;O2|Cer 19:1;O2/24:1_[M-H]-","8851",27.618,"[M-H]-","660.63","0.817401571228786","C43H83NO3","Cer_NS","1329.46","660.62994:552456 661.63329:324498 662.63665:64899","178.28831:22993 199.73767:5626 237.22136:32679 251.23772:60179 255.11226:5394 263.23676:32996 277.25281:50464 282.28073:7440 328.6586:6618 347.33075:52406 361.34641:29658 364.35709:56868 365.34317:36059 378.37317:21286 379.35785:18196 380.66077:5973 390.3728:256819 404.27695:9731 404.38892:127543 406.36594:41871 420.383:20400 612.604:53451 628.59979:68866 630.61877:103058 660.6272:479059","26735.6028108418","312114","8.5659735900478",0,0,8.70824701772204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.04439411935845,NA,NA,NA,NA,11.9288884393976,10.3750394313469,11.8109732200022,18.4248879807975,18.2933189651135,18.2052634793612,18.2501873687556,18.4087194891362,18.1035439460143,18.2745829015246,18.2532381100931,18.2541659194553,18.0425891950434,18.093794076816,18.0712371333755,NA,NA
"neg_Cer 34:0;O2|Cer 18:0;O2/16:0__AA","4970, 6262","24.188","538.52271, 598.54401","Cer 34:0;O2|Cer 18:0;O2/16:0__AA","[M-H]-, [M+CH3COO]-","538.52051, 598.54163","C34H69NO3","Cer_NDS","128.9594:5318 227.57535:6665 237.22221:198508 239.23795:174437 239.29292:9773 253.25203:11680 254.24947:64753 255.23299:139404 255.29547:6525 268.2655:27989 280.26462:879463 296.25928:162719 296.33417:4422 298.27563:18035 300.29138:58184 486.38037:6389 490.49969:294352 502.49957:7584 506.4935:330998 520.50854:18985 538.52045:1568160, 80.72317:162682 112.66664:106783 237.2226:1702329 239.23834:1298239 254.24919:478950 255.23366:1338904 268.26538:292731 280.26523:8296769 296.26044:1525830 298.27872:153436 300.2919:686537 301.35028:128169 378.9556:145843 490.35001:270474 490.50113:2743414 506.4968:2946808 520.51257:264356 538.52197:22784730",29.0369583827474,"5698, 6943","23.3","538.52087, 598.54187","Cer 34:0;O2|Cer 18:0;O2/16:0__AA","4970, 6262",24.188,"[M-H]-, [M+CH3COO]-","538.52051, 598.54163","-0.668498215602934, -0.400974615520883","C34H69NO3","Cer_NDS","1538.53, 4028.89","538.5202:2245650 539.52355:1057847 540.52691:192326, 598.54126:3704116 599.54461:2079259 600.54797:432603","91.6081:5636 168.64679:5525 178.28862:12125 196.5831:5857 202.34103:5687 208.81232:5296 237.22169:234628 239.23723:185329 253.25291:9445 254.24835:75729 255.23233:156547 268.26355:26046 280.26392:1005197 296.25867:203262 298.27789:17210 300.28964:73590 490.49869:299571 506.49286:380868 520.51215:22830 538.51947:2022006, 100.56524:5571 112.67561:5737 237.2209:126135 239.23672:112181 254.24789:43089 255.2312:110688 268.26312:19773 280.26282:620252 296.25735:137684 298.267:8996 300.28885:59836 490.49625:195479 506.49051:251119 520.50623:24194 538.51666:2979368","201959.605427088, 263870.268442356","5166460.5, 5631616","3.90905157267898, 4.68551599474033",0,0,4.0010780752226,9.95710204156229,11.8081597728684,13.2264121927888,8.86727873970966,10.3674147512468,11.4988492065317,9.00281501560705,10.4429434958487,10.609178738142,9.14465824283188,10.6220518194564,10.9233274854192,12.9266666293473,10.5196362528432,10.298062567719,9.29691620687929,10.5736471874933,12.4181161412075,10.0334230015375,16.1218370147236,10.4777582664439,NA,10.2502984179063,10.8225708309502,12.3417967723918,12.5745935273376,12.0684424160258,23.4087108090523,23.4652470295453,23.3439612596607,23.2792974307227,23.3922481039155,23.3545433175174,23.2821416266264,23.3801748740881,23.370260369403,23.2669323388788,23.3388308942371,23.3620259383286,NA,NA
"neg_Cer 34:0;O2|Cer 18:0;O2/16:0__BB","4971, 6263","24.496","538.52295, 598.54425","Cer 34:0;O2|Cer 18:0;O2/16:0__BB","[M-H]-, [M+CH3COO]-","538.52051, 598.54163","C34H69NO3","Cer_NDS","80.88683:5808 82.72489:5075 197.92493:5698 237.22113:62455 239.23645:45596 254.25027:9029 255.23178:121281 268.26321:9050 280.26367:232496 296.259:56190 300.15167:6458 300.2897:17793 302.20035:7076 490.49963:82482 506.49554:30516 520.51074:6840 538.52148:530558, 110.83862:5657 237.22102:40034 239.23743:29133 254.24504:5942 255.23196:108513 268.26599:7865 280.26373:164240 296.25937:48838 300.28821:24784 378.45248:5995 387.17798:5619 490.50055:61586 506.49652:32332 508.31183:7933 520.51794:7153 538.52228:1117454",52.2493160601531,"5697, 6941","23.584, 23.585","538.52014, 598.5412","Cer 34:0;O2|Cer 18:0;O2/16:0__BB","4971, 6263",24.496,"[M-H]-, [M+CH3COO]-","538.52051, 598.54163","0.68706761043388, 0.718412853006102","C34H69NO3","Cer_NDS","655.28, 1249.48","538.52063:598946 539.52398:308165 540.52734:51224, 598.54144:989281 599.54479:414790 600.54815:95098","202.47173:6115 237.22139:61681 239.23729:46078 245.99954:8333 254.2476:8991 255.23227:132194 280.26385:246997 296.2583:70060 300.29056:22674 490.49823:105909 506.49133:35646 520.50879:7001 538.51849:653939, 79.57056:5754 89.30766:5951 178.28806:10171 188.60829:5204 195.4825:6029 237.21999:37108 239.23436:26978 254.24745:9198 255.2308:85598 280.2616:159490 296.25732:38565 300.2912:17566 490.49731:56048 506.49255:23962 508.32809:6912 520.51343:10495 538.51819:1020203","62570.0971703058, 74723.719638047","2161431, 1718976","2.8948459224609, 4.34699028014626",0,0,3.4181029667482,NA,NA,9.06608919045777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2343683897564,NA,NA,NA,NA,10.3772105303886,9.4241662888181,NA,21.9552987084264,21.9380188447294,21.8747588952136,21.9297651558525,21.8583153380995,21.8351822596954,21.9143099411633,21.9096829078072,21.8950389940763,21.8006297862937,21.8302908206406,21.8377072287152,NA,NA
"neg_Cer 34:1;O2|Cer 18:1;O2/16:0__AA","4934, 6210","23.612","536.50696, 596.52832","Cer 34:1;O2|Cer 18:1;O2/16:0__AA","[M-H]-, [M+CH3COO]-","536.50482, 596.52588","C34H67NO3","Cer_NS","107.91055:59316 151.52039:58938 235.20551:66370 237.22223:6961466 239.23705:162271 250.25294:208887 253.25232:112101 254.24907:3094539 255.23286:2220062 263.23813:3019610 266.24866:218483 268.26425:607685 280.26471:13444662 281.24881:135425 296.25977:2219029 298.27588:350534 356.51007:67063 488.4838:1645742 504.30914:65565 504.4787:2437929 506.49414:3773571 518.49176:149335 536.50421:15928608, 237.2224:2144590 250.25591:74841 254.24918:961701 255.23317:726931 263.23834:1075806 268.26425:222519 274.86069:45214 280.26489:4357230 296.25992:709819 298.27365:136196 403.09232:42922 488.48438:557357 504.47995:824523 506.4946:1261194 518.49084:76247 536.5047:6585774",47.431941915889,"5650, 6901","22.767","536.50543, 596.52637","Cer 34:1;O2|Cer 18:1;O2/16:0","4934, 6210",23.612,"[M-H]-, [M+CH3COO]-","536.50482, 596.52588","-1.13698885324369, -0.821422869387367","C34H67NO3","Cer_NS","8517.3, 12109.44","536.50476:5765404 537.50811:2558199 538.51147:497982, 596.52594:101120672 597.52929:52032916 598.53265:10700810","93.47205:5139 235.2056:7984 237.22112:783868 239.23482:15263 250.25119:24258 253.25287:10372 254.24773:342752 255.23177:228440 263.23672:341155 266.24728:23672 268.26288:64703 280.26303:1471350 281.2485:12298 294.24054:7811 296.18082:7433 296.25775:251545 298.27386:41755 488.48047:186993 504.47488:256569 506.49063:413368 518.49329:12502 536.50061:1851832, 91.03727:8748 94.43204:14189 95.04936:12935 235.20682:37940 237.22151:3861576 239.23657:84056 250.2533:111197 251.23677:17245 253.25264:42280 254.24817:2036547 255.23221:1468960 263.23709:2253988 266.24817:103204 268.26376:382211 278.24545:19716 280.26376:8013626 281.24756:93902 294.24432:18410 296.25858:1460720 298.27457:296929 308.29297:26424 477.47174:18647 488.48276:878546 500.49026:17025 504.47794:1363107 506.49301:2424614 508.5058:14320 518.4917:129861 536.5025:23041872","1538295.10578795, 1461040.33304005","34109418, 32173310","4.50988376813684, 4.54115642139417",0,0,4.37394825482185,12.7036873259676,12.4413880293467,15.3732050217139,13.4043432915858,12.2002856052243,14.3342732853072,10.5924570372681,9.4178525148859,11.5957236941016,10.6492561775173,12.4312364120711,12.2520740427962,15.7935525092639,10.6211361132746,11.0640690803855,11.2330204264745,10.4573808790725,14.5148989399809,10.9686667931952,17.2806801639494,12.2109756777264,10.4439795426012,11.5924570372681,11.7193888209421,13.1034517417161,11.0821490413539,11.7052003780631,26.0333910728019,26.0336474910109,25.946786989189,25.8856882752245,25.9950800107358,25.9078142365416,26.0392114164783,26.0181225659472,26.0739677925788,25.9651183462479,25.8984216681241,25.9332401349724,NA,NA
