From	To
Q5VU77	UBAP2L
Q5VUA4	ZNF318
Q5VUM1	SDHAF4
Q5VV42	CDKAL1
Q5VV50	ZNF691
Q5VVJ2	MYSM1
Q5VVQ6	YOD1
Q5VW32	BROX
Q5VW36	FOCAD
Q5VWC4	PSMD4
Q5VWC8	HACD4
Q5VWJ9	SNX30
Q5VWN6	TASOR2
Q5VWZ2	LYPLAL1
Q5VXI4	ARHGEF10L
Q5VYK3	ECPAS
Q5VYS8	TUT7
Q5VYY1	ANKRD22
Q5VZ89	DENND4C
Q5VZE5	NAA35
Q5VZI3	TMEM268
Q5VZK9	CARMIL1
Q5VZL5	ZMYM4
Q5VZM2	RRAGB
Q5VZU9	TPP2
Q5W0B1	OBI1
Q5W0Q7	USPL1
Q5W0U4	BSPRY
Q5W0V3	FHIP2A
Q5W0Z9	ZDHHC20
Q5W111	SPRYD7
Q5XPI4	RNF123
Q5Y7A7	HLA-DRB1
Q63HM1	AFMID
Q63HQ2	EGFLAM
Q641Q2	WASHC2A
Q643R3	LPCAT4
Q64LD2	WDR25
Q658P3	STEAP3
Q658Y4	FAM91A1
Q659A1	ICE2
Q66GS9	CEP135
Q66K14	TBC1D9B
Q66K74	MAP1S
Q66LE6	PPP2R2D
Q66PJ3	ARL6IP4
Q676U5	ATG16L1
Q684P5	RAP1GAP2
Q687X5	STEAP4
Q68CP4	HGSNAT
Q68CP9	ARID2
Q68CQ4	UTP25
Q68CQ7	GLT8D1
Q68CR1	SEL1L3
Q68CZ2	TNS3
Q68CZ6	HAUS3
Q68D06	SLFN13
Q68D10	SPTY2D1
Q68D20	PMS2CL
Q68D91	MBLAC2
Q68DH5	LMBRD2
Q68DK2	ZFYVE26
Q68DQ2	CRYBG3
Q68E01	INTS3
Q68EM7	ARHGAP17
Q69YL0	NCBP2AS2
Q69YN2	CWF19L1
Q69YN4	VIRMA
Q69YQ0	SPECC1L
Q69YU5	UQCC6
Q6AI08	HEATR6
Q6AI12	ANKRD40
Q6AI39	BICRAL
Q6DD87	ZNF787
Q6DD88	ATL3
Q6DHV7	MAPDA
Q6DKI1	RPL7L1
Q6DKJ4	NXN
Q6DKK2	TTC19
Q6DN12	MCTP2
Q6DN14	MCTP1
Q6DN90	IQSEC1
Q6ECI4	ZNF470
Q6F5E8	CARMIL2
Q6FI81	CIAPIN1
Q6FIF0	ZFAND6
Q6GMV2	SMYD5
Q6GMV3	PTRHD1
Q6GPH4	XAF1
Q6I9Y2	THOC7
Q6IA17	SIGIRR
Q6IA69	NADSYN1
Q6IA86	ELP2
Q6IAA8	LAMTOR1
Q6IBS0	TWF2
Q6IC98	GRAMD4
Q6ICB0	DESI1
Q6ICG6	KIAA0930
Q6ICH7	ASPHD2
Q6ICL3	TANGO2
Q6IEG0	SNRNP48
Q6IN84	MRM1
Q6IN85	PPP4R3A
Q6IPR3	TYW3
Q6IPU0	CENPP
Q6IQ22	RAB12
Q6IQ26	DENND5A
Q6IQ32	ADNP2
Q6IQ49	SDE2
Q6JBY9	RCSD1
Q6JQN1	ACAD10
Q6KB66	KRT80
Q6KC79	NIPBL
Q6KCM7	SLC25A25
Q6L8Q7	PDE12
Q6MZP7	LIN54
Q6MZQ0	PRR5L
Q6N043	ZNF280D
Q6N063	OGFOD2
Q6N069	NAA16
Q6N075	MFSD5
Q6NTF9	RHBDD2
Q6NUJ5	PWWP2B
Q6NUK1	SLC25A24
Q6NUK4	REEP3
Q6NUM9	RETSAT
Q6NUP7	PPP4R4
Q6NUQ1	RINT1
Q6NUQ4	TMEM214
Q6NUT3	MFSD12
Q6NVY1	HIBCH
Q6NW34	NEPRO
Q6NXE6	ARMC6
Q6NXT1	ANKRD54
Q6NXT4	SLC30A6
Q6NXT6	TAPT1
Q6NYC1	JMJD6
Q6NZI2	CAVIN1
Q6NZY4	ZCCHC8
Q6P087	RPUSD3
Q6P0N0	MIS18BP1
Q6P158	DHX57
Q6P161	MRPL54
Q6P1A2	LPCAT3
Q6P1J9	CDC73
Q6P1K1	SLC48A1
Q6P1K2	PMF1
Q6P1K8	GTF2H2C
Q6P1K8	GTF2H2C_2
Q6P1L5	FAM117B
Q6P1L8	MRPL14
Q6P1M0	SLC27A4
Q6P1N0	CC2D1A
Q6P1N9	TATDN1
Q6P1Q0	LETMD1
Q6P1Q9	METTL2B
Q6P1R4	DUS1L
Q6P1X5	TAF2
Q6P1X6	C8orf82
Q6P2C8	MED27
Q6P2E9	EDC4
Q6P2I3	FAHD2B
Q6P2P2	PRMT9
Q6P2Q9	PRPF8
Q6P3S1	DENND1B
Q6P3W7	SCYL2
Q6P3X3	TTC27
Q6P444	MTFR2
Q6P4A7	SFXN4
Q6P4A8	PLBD1
Q6P4E1	GOLM2
Q6P4F2	FDX2
Q6P4I2	WDR73
Q6P4Q7	CNNM4
Q6P4R8	NFRKB
Q6P587	FAHD1
Q6P589	TNFAIP8L2
Q6P6C2	ALKBH5
Q6P996	PDXDC1
Q6P9B6	MEAK7
Q6P9B9	INTS5
Q6PCB5	RSBN1L
Q6PCB7	SLC27A1
Q6PCB8	EMB
Q6PCE3	PGM2L1
Q6PD62	CTR9
Q6PD74	AAGAB
Q6PGP7	SKIC3
Q6PH81	C16orf87
Q6PHR2	ULK3
Q6PI26	SHQ1
Q6PI47	KCTD18
Q6PI48	DARS2
Q6PI73	LILRA6
Q6PI78	TMEM65
Q6PID6	TTC33
Q6PID8	KLHDC10
Q6PII3	CCDC174
Q6PIJ6	FBXO38
Q6PIW4	FIGNL1
Q6PIY7	TENT2
Q6PJ61	FBXO46
Q6PJ69	TRIM65
Q6PJF5	RHBDF2
Q6PJG6	BRAT1
Q6PJI9	WDR59
Q6PJT7	ZC3H14
Q6PJW8	CNST
Q6PK04	CCDC137
Q6PKC3	TXNDC11
Q6PKG0	LARP1
Q6PL18	ATAD2
Q6PL24	TMED8
Q6PML9	SLC30A9
Q6QNY0	BLOC1S3
Q6QNY1	BLOC1S2
Q6R327	RICTOR
Q6RFH5	WDR74
Q6RW13	AGTRAP
Q6SPF0	SAMD1
Q6SZW1	SARM1
Q6TFL4	KLHL24
Q6UB28	METAP1D
Q6UB98	ANKRD12
Q6UB99	ANKRD11
Q6ULP2	AFTPH
Q6UN15	FIP1L1
Q6UUV7	CRTC3
Q6UUV9	CRTC1
Q6UW02	CYP20A1
Q6UW63	POGLUT2
Q6UW68	TMEM205
Q6UW78	UQCC3
Q6UWB1	IL27RA
Q6UWD8	C16orf54
Q6UWE0	LRSAM1
Q6UWF3	SCIMP
Q6UWH4	GASK1B
Q6UWJ1	TMCO3
Q6UWL2	SUSD1
Q6UWP2	DHRS11
Q6UWP7	LCLAT1
Q6UWP8	SBSN
Q6UWS5	PET117
Q6UWU4	C6orf89
Q6UWY0	ARSK
Q6UX04	CWC27
Q6UX06	OLFM4
Q6UX07	DHRS13
Q6UX27	VSTM1
Q6UX65	DRAM2
Q6UX71	PLXDC2
Q6UX98	ZDHHC24
Q6UXH1	CRELD2
Q6UXN9	WDR82
Q6UXP7	FAM151B
Q6UXT9	ABHD15
Q6UY14	ADAMTSL4
Q6V1X1	DPP8
Q6VMQ6	ATF7IP
Q6VY07	PACS1
Q6W2J9	BCOR
Q6WCQ1	MPRIP
Q6WKZ4	RAB11FIP1
Q6XQN6	NAPRT
Q6XUX3	DSTYK
Q6XZF7	DNMBP
Q6Y1H2	HACD2
Q6Y288	B3GLCT
Q6Y7W6	GIGYF2
Q6YHK3	CD109
Q6YHU6	THADA
Q6YN16	HSDL2
Q6YP21	KYAT3
Q6ZMD2	SPNS3
Q6ZMG9	CERS6
Q6ZMI0	PPP1R21
Q6ZMZ3	SYNE3
Q6ZN04	MEX3B
Q6ZN06	ZNF813
Q6ZN55	ZNF574
Q6ZN57	ZFP2
Q6ZNA5	FRRS1
Q6ZNB6	NFXL1
Q6ZNC8	MBOAT1
Q6ZNJ1	NBEAL2
Q6ZNK6	TIFAB
Q6ZNW5	GDPGP1
Q6ZPD9	DPY19L3
Q6ZR64	MXRA7
Q6ZRI6	C15orf39
Q6ZRP7	QSOX2
Q6ZRQ5	MMS22L
Q6ZRS2	SRCAP
Q6ZS11	RINL
Q6ZS30	NBEAL1
Q6ZS72	PEAK3
Q6ZS81	WDFY4
Q6ZSJ8	C1orf122
Q6ZSS7	MFSD6
Q6ZSZ5	ARHGEF18
Q6ZT07	TBC1D9
Q6ZT12	UBR3
Q6ZT21	TMPPE
Q6ZTN6	ANKRD13D
Q6ZTW0	TPGS1
Q6ZU80	CEP128
Q6ZUJ8	PIK3AP1
Q6ZUT1	NKAPD1
Q6ZUX7	LHFPL2
Q6ZV29	PNPLA7
Q6ZV73	FGD6
Q6ZVF9	GPRIN3
Q6ZVK8	NUDT18
Q6ZVM7	TOM1L2
Q6ZW49	PAXIP1
Q6ZWT7	MBOAT2
Q6ZXV5	TMTC3
Q6ZYL4	GTF2H5
Q702N8	XIRP1
Q709C8	VPS13C
Q70CQ2	USP34
Q70HW3	SLC25A26
Q70IA6	MOB2
Q70J99	UNC13D
Q70UQ0	IKBIP
Q70Z35	PREX2
Q70Z53	FRA10AC1
Q712K3	UBE2R2
Q71F23	CENPU
Q71F56	MED13L
Q71RG4	TMUB2
Q71SY5	MED25
Q71UM5	RPS27L
Q75N03	CBLL1
Q75QN2	INTS8
Q76FK4	NOL8
Q76L83	ASXL2
Q76N32	CEP68
Q7KYR7	BTN2A1
Q7KZ85	SUPT6H
Q7KZF4	SND1
Q7KZI7	MARK2
Q7KZN9	COX15
Q7L099	RUFY3
Q7L0J3	SV2A
Q7L0Y3	TRMT10C
Q7L190	DPPA4
Q7L1Q6	BZW1
Q7L1T6	CYB5R4
Q7L1V2	MON1B
Q7L1W4	LRRC8D
Q7L211	ABHD13
Q7L266	ASRGL1
Q7L273	KCTD9
Q7L2E3	DHX30
Q7L2H7	EIF3M
Q7L2J0	MEPCE
Q7L311	ARMCX2
Q7L3S4	ZNF771
Q7L3T8	PARS2
Q7L4I2	RSRC2
Q7L523	RRAGA
Q7L576	CYFIP1
Q7L592	NDUFAF7
Q7L5D6	GET4
Q7L5N7	LPCAT2
Q7L5Y1	ENOSF1
Q7L5Y6	DET1
Q7L5Y9	MAEA
Q7L775	EPM2AIP1
Q7L7L0	H2AC25
Q7L7V1	DHX32
Q7L7X3	TAOK1
Q7L804	RAB11FIP2
Q7L8J4	SH3BP5L
Q7L8L6	FASTKD5
Q7L9B9	EEPD1
Q7L9L4	MOB1B
Q7LBC6	KDM3B
Q7LBR1	CHMP1B
Q7LDG7	RASGRP2
Q7LFL8	CXXC5
Q7LG56	RRM2B
Q7LGA3	HS2ST1
Q7RTS9	DYM
Q7RTV0	PHF5A
Q7RTV5	PRXL2C
Q7Z2K6	ERMP1
Q7Z2T5	TRMT1L
Q7Z2W4	ZC3HAV1
Q7Z2W9	MRPL21
Q7Z2X4	PID1
Q7Z2Z2	EFL1
Q7Z333	SETX
Q7Z388	DPY19L4
Q7Z392	TRAPPC11
Q7Z3B1	NEGR1
Q7Z3B4	NUP54
Q7Z3C6	ATG9A
Q7Z3D6	DGLUCY
Q7Z3E2	CCDC186
Q7Z3J2	VPS35L
Q7Z3K3	POGZ
Q7Z3Q1	SLC46A3
Q7Z3T8	ZFYVE16
Q7Z3U7	MON2
Q7Z3V4	UBE3B
Q7Z3Y8	KRT27
Q7Z3Z4	PIWIL4
Q7Z401	DENND4A
Q7Z403	TMC6
Q7Z406	MYH14
Q7Z412	PEX26
Q7Z417	NUFIP2
Q7Z422	SZRD1
Q7Z434	MAVS
Q7Z449	CYP2U1
Q7Z460	CLASP1
Q7Z478	DHX29
Q7Z4G1	COMMD6
Q7Z4G4	TRMT11
Q7Z4H3	HDDC2
Q7Z4H7	HAUS6
Q7Z4H8	POGLUT3
Q7Z4Q2	HEATR3
Q7Z4R8	C6orf120
Q7Z4V5	HDGFL2
Q7Z4W1	DCXR
Q7Z569	BRAP
Q7Z589	EMSY
Q7Z591	AKNA
Q7Z5G4	GOLGA7
Q7Z5J4	RAI1
Q7Z5K2	WAPL
Q7Z5L9	IRF2BP2
Q7Z5R6	APBB1IP
Q7Z5Y7	KCTD20
Q7Z614	SNX20
Q7Z695	ADCK2
Q7Z6B0	CCDC91
Q7Z6E9	RBBP6
Q7Z6I6	ARHGAP30
Q7Z6I8	C5orf24
Q7Z6J4	FGD2
Q7Z6J9	TSEN54
Q7Z6K3	PTAR1
Q7Z6L1	TECPR1
Q7Z6M1	RABEPK
Q7Z6M2	FBXO33
Q7Z6M3	MILR1
Q7Z6M4	MTERF4
Q7Z6Z7	HUWE1
Q7Z739	YTHDF3
Q7Z7A1	CNTRL
Q7Z7A3	CTU1
Q7Z7C8	TAF8
Q7Z7E8	UBE2Q1
Q7Z7F0	KHDC4
Q7Z7F7	MRPL55
Q7Z7G8	VPS13B
Q7Z7H5	TMED4
Q7Z7H8	MRPL10
Q7Z7K0	CMC1
Q7Z7K6	CENPV
Q7Z7L1	SLFN11
Q7Z7L7	ZER1
Q7Z7M0	MEGF8
Q7Z7M8	B3GNT8
Q7Z7N9	TMEM179B
Q86SE9	PCGF5
Q86SF2	GALNT7
Q86SK9	SCD5
Q86SM5	MRGPRG
Q86SQ7	SDCCAG8
Q86SR1	GALNT10
Q86SX6	GLRX5
Q86SZ2	TRAPPC6B
Q86T03	PIP4P1
Q86T24	ZBTB33
Q86TA1	MOB3B
Q86TB9	PATL1
Q86TI0	TBC1D1
Q86TI2	DPP9
Q86TJ2	TADA2B
Q86TM6	SYVN1
Q86TN4	TRPT1
Q86TP1	PRUNE1
Q86TS9	MRPL52
Q86TU7	SETD3
Q86TV6	TTC7B
Q86TW2	ADCK1
Q86TZ5	SDR39U1
Q86U06	RBM23
Q86U28	ISCA2
Q86U38	NOP9
Q86U42	PABPN1
Q86U44	METTL3
Q86U70	LDB1
Q86U86	PBRM1
Q86U90	YRDC
Q86UA1	PRPF39
Q86UD4	ZNF329
Q86UE4	MTDH
Q86UE8	TLK2
Q86UK7	ZNF598
Q86UL3	GPAT4
Q86UP2	KTN1
Q86US8	SMG6
Q86UT6	NLRX1
Q86UV5	USP48
Q86UW6	N4BP2
Q86UX7	FERMT3
Q86UY6	NAA40
Q86UY8	NT5DC3
Q86V21	AACS
Q86V48	LUZP1
Q86V81	ALYREF
Q86V85	GPR180
Q86V88	MDP1
Q86VB7	CD163
Q86VD7	SLC25A42
Q86VN1	VPS36
Q86VP6	CAND1
Q86VR2	RETREG3
Q86VS8	HOOK3
Q86VU5	COMTD1
Q86VV8	RTTN
Q86VW0	SESTD1
Q86VX2	COMMD7
Q86VZ1	P2RY8
Q86VZ5	SGMS1
Q86W42	THOC6
Q86W50	METTL16
Q86W56	PARG
Q86W92	PPFIBP1
Q86WA6	BPHL
Q86WA8	LONP2
Q86WC4	OSTM1
Q86WG5	SBF2
Q86WH2	RASSF3
Q86WI3	NLRC5
Q86WJ1	CHD1L
Q86WK7	AMIGO3
Q86WK9	PAQR7
Q86WN1	FCHSD1
Q86WQ0	NR2C2AP
Q86WR0	CCDC25
Q86WV5	TEN1
Q86WV6	STING1
Q86WV7	CCDC43
Q86WX3	RPS19BP1
Q86X10	RALGAPB
Q86X27	RALGPS2
Q86X52	CHSY1
Q86X53	ERICH1
Q86X55	CARM1
Q86X76	NIT1
Q86X83	COMMD2
Q86X95	CIR1
Q86XI2	NCAPG2
Q86XI8	ZSWIM9
Q86XK2	FBXO11
Q86XK3	SFR1
Q86XL3	ANKLE2
Q86XN7	PROSER1
Q86XP3	DDX42
Q86XR7	TICAM2
Q86XR8	CEP57
Q86Y07	VRK2
Q86Y25	ZNF354C
Q86Y34	ADGRG3
Q86Y37	CACUL1
Q86Y38	XYLT1
Q86Y39	NDUFA11
Q86Y56	DNAAF5
Q86Y79	PTRH1
Q86Y82	STX12
Q86YB8	ERO1B
Q86YC3	NRROS
Q86YH6	PDSS2
Q86YN1	DOLPP1
Q86YP4	GATAD2A
Q86YQ8	CPNE8
Q86YS6	RAB43
Q86YS7	C2CD5
Q86YT6	MIB1
Q86YT9	JAML
Q86YV0	RASAL3
Q86YV5	PRAG1
Q86YV9	HPS6
Q86YZ3	HRNR
Q8IU60	DCP2
Q8IU68	TMC8
Q8IU81	IRF2BP1
Q8IU85	CAMK1D
Q8IUC6	TICAM1
Q8IUD6	RNF135
Q8IUE6	H2AC21
Q8IUF1	ZNG1B
Q8IUF8	RIOX2
Q8IUH3	RBM45
Q8IUH4	ZDHHC13
Q8IUH5	ZDHHC17
Q8IUI8	CRLF3
Q8IUN9	CLEC10A
Q8IUR0	TRAPPC5
Q8IUR7	ARMC8
Q8IUW5	RELL1
Q8IUX1	TMEM126B
Q8IUX4	APOBEC3F
Q8IUZ5	PHYKPL
Q8IV04	TBC1D10C
Q8IV08	PLD3
Q8IV38	ANKMY2
Q8IV48	ERI1
Q8IV50	LYSMD2
Q8IV53	DENND1C
Q8IV63	VRK3
Q8IVB4	SLC9A9
Q8IVB5	LIX1L
Q8IVD9	NUDCD3
Q8IVG5	SAMD9L
Q8IVM0	CCDC50
Q8IVP5	FUNDC1
Q8IVQ6	ZDHHC21
Q8IVS2	MCAT
Q8IVT5	KSR1
Q8IW19	APLF
Q8IW35	CEP97
Q8IW45	NAXD
Q8IW75	SERPINA12
Q8IWA0	WDR75
Q8IWA4	MFN1
Q8IWA5	SLC44A2
Q8IWB1	ITPRIP
Q8IWB7	WDFY1
Q8IWB9	TEX2
Q8IWC1	MAP7D3
Q8IWD4	CCDC117
Q8IWE2	FAM114A1
Q8IWE4	DCUN1D3
Q8IWF2	FOXRED2
Q8IWF6	DENND6A
Q8IWF9	CCDC83
Q8IWI9	MGA
Q8IWJ2	GCC2
Q8IWL3	HSCB
Q8IWR0	ZC3H7A
Q8IWS0	PHF6
Q8IWT0	ZBTB8OS
Q8IWT6	LRRC8A
Q8IWU2	LMTK2
Q8IWU5	SULF2
Q8IWV7	UBR1
Q8IWV8	UBR2
Q8IWW6	ARHGAP12
Q8IWW8	ADHFE1
Q8IWX8	CHERP
Q8IWY8	ZSCAN29
Q8IWY9	CDAN1
Q8IWZ3	ANKHD1
Q8IWZ8	SUGP1
Q8IX04	UEVLD
Q8IX05	CD302
Q8IX12	CCAR1
Q8IX15	HOMEZ
Q8IX18	DHX40
Q8IX19	MCEMP1
Q8IXB1	DNAJC10
Q8IXI1	RHOT2
Q8IXI2	RHOT1
Q8IXJ6	SIRT2
Q8IXL6	FAM20C
Q8IXM2	BACC1
Q8IXM3	MRPL41
Q8IXM6	NRM
Q8IXQ3	C9orf40
Q8IXQ5	KLHL7
Q8IXQ6	PARP9
Q8IXT5	RBM12B
Q8IXW5	RPAP2
Q8IXZ2	ZC3H3
Q8IY17	PNPLA6
Q8IY18	SMC5
Q8IY21	DDX60
Q8IY22	CMIP
Q8IY26	PLPP6
Q8IY31	IFT20
Q8IY33	MICALL2
Q8IY34	SLC15A3
Q8IY37	DHX37
Q8IY47	KBTBD2
Q8IY57	YAF2
Q8IY81	FTSJ3
Q8IY92	SLX4
Q8IY95	TMEM192
Q8IYB5	SMAP1
Q8IYB7	DIS3L2
Q8IYB8	SUPV3L1
Q8IYD1	GSPT2
Q8IYH5	ZZZ3
Q8IYI6	EXOC8
Q8IYI8	ZNF440
Q8IYJ3	SYTL1
Q8IYK4	COLGALT2
Q8IYL3	C1orf174
Q8IYM9	TRIM22
Q8IYQ7	THNSL1
Q8IYR2	SMYD4
Q8IYS1	PM20D2
Q8IYS2	KIAA2013
Q8IYU2	HACE1
Q8IYU8	MICU2
Q8IYW5	RNF168
Q8IZ07	ANKRD13A
Q8IZ21	PHACTR4
Q8IZ73	RPUSD2
Q8IZ81	ELMOD2
Q8IZ83	ALDH16A1
Q8IZD2	KMT2E
Q8IZD4	DCP1B
Q8IZD6	SLC22A15
Q8IZH2	XRN1
Q8IZQ1	WDFY3
Q8IZT6	ASPM
Q8IZY2	ABCA7
Q8N0S6	CENPL
Q8N0T1	RBIS
Q8N0U4	FAM185A
Q8N0U8	VKORC1L1
Q8N0V3	RBFA
Q8N0W3	FCSK
Q8N0X4	CLYBL
Q8N0X7	SPART
Q8N0Z6	TTC5
Q8N0Z8	PUSL1
Q8N103	TAGAP
Q8N108	MIER1
Q8N122	RPTOR
Q8N128	FAM177A1
Q8N129	CNPY4
Q8N137	CNTROB
Q8N141	ZFP82
Q8N142	ADSS1
Q8N163	CCAR2
Q8N165	PDIK1L
Q8N183	NDUFAF2
Q8N1A6	C4orf33
Q8N1B4	VPS52
Q8N1F7	NUP93
Q8N1F8	STK11IP
Q8N1G0	ZNF687
Q8N1G2	CMTR1
Q8N1G4	LRRC47
Q8N1I0	DOCK4
Q8N1N4	KRT78
Q8N1W2	ZNF710
Q8N201	INTS1
Q8N257	H2BC26
Q8N264	ARHGAP24
Q8N292	GAPT
Q8N2F6	ARMC10
Q8N2G8	GHDC
Q8N2K0	ABHD12
Q8N2U9	SLC66A2
Q8N2W9	PIAS4
Q8N2Z9	CENPS
Q8N302	AGGF1
Q8N335	GPD1L
Q8N357	SLC35F6
Q8N370	SLC43A2
Q8N371	KDM8
Q8N386	LRRC25
Q8N392	ARHGAP18
Q8N3C0	ASCC3
Q8N3D4	EHBP1L1
Q8N3F0	MTURN
Q8N3F8	MICALL1
Q8N3L3	TXLNB
Q8N3R3	TCAIM
Q8N3U4	STAG2
Q8N3X1	FNBP4
Q8N3Z3	GTPBP8
Q8N413	SLC25A45
Q8N442	GUF1
Q8N465	D2HGDH
Q8N488	RYBP
Q8N490	PNKD
Q8N4C6	NIN
Q8N4C8	MINK1
Q8N4H5	TOMM5
Q8N4J0	CARNMT1
Q8N4L2	PIP4P2
Q8N4N3	KLHL36
Q8N4P3	HDDC3
Q8N4Q0	PTGR3
Q8N4Q1	CHCHD4
Q8N4S0	CCDC82
Q8N4T8	CBR4
Q8N4V1	MMGT1
Q8N4W9	ZNF808
Q8N511	VMA12
Q8N543	OGFOD1
Q8N554	ZNF276
Q8N567	ZCCHC9
Q8N573	OXR1
Q8N584	TTC39C
Q8N587	ZNF561
Q8N5A5	ZGPAT
Q8N5B7	CERS5
Q8N5C6	SRBD1
Q8N5C7	DTWD1
Q8N5C8	TAB3
Q8N5D0	WDTC1
Q8N5F7	NKAP
Q8N5G0	SMIM20
Q8N5G2	MACO1
Q8N5H7	SH2D3C
Q8N5I2	ARRDC1
Q8N5I4	DHRSX
Q8N5J2	MINDY1
Q8N5K1	CISD2
Q8N5L8	RPP25L
Q8N5M1	ATPAF2
Q8N5M4	TTC9C
Q8N5M9	JAGN1
Q8N5N7	MRPL50
Q8N5W9	RFLNB
Q8N5X7	EIF4E3
Q8N5Y2	MSL3
Q8N5Y8	PARP16
Q8N612	FHIP1B
Q8N668	COMMD1
Q8N680	ZBTB2
Q8N684	CPSF7
Q8N697	SLC15A4
Q8N6G5	CSGALNACT2
Q8N6H7	ARFGAP2
Q8N6L1	KRTCAP2
Q8N6M0	OTUD6B
Q8N6N3	C1orf52
Q8N6N6	NATD1
Q8N6Q8	METTL25
Q8N6R0	METTL13
Q8N6S5	ARL6IP6
Q8N6T3	ARFGAP1
Q8N6T7	SIRT6
Q8N755	SLC66A3
Q8N766	EMC1
Q8N7H5	PAF1
Q8N7M0	DYNLT5
Q8N7R7	CCNYL1
Q8N806	UBR7
Q8N884	CGAS
Q8N8A2	ANKRD44
Q8N8A6	DDX51
Q8N8D1	PDCD7
Q8N8J7	FAM241A
Q8N8N7	PTGR2
Q8N8R3	SLC25A29
Q8N8R5	C2orf69
Q8N8R7	ARL14EP
Q8N954	GPATCH11
Q8N960	CEP120
Q8N961	ABTB2
Q8N999	RLIG1
Q8N9A8	CNEP1R1
Q8N9F7	GDPD1
Q8N9H8	EXD3
Q8N9M1	C19orf47
Q8N9M5	TMEM102
Q8N9N2	ASCC1
Q8N9N5	BANP
Q8N9N7	LRRC57
Q8N9R8	SCAI
Q8N9T8	KRI1
Q8N9V3	WDSUB1
Q8N9Z2	CCDC71L
Q8NA72	POC5
Q8NAA4	ATG16L2
Q8NAF0	ZNF579
Q8NAT1	POMGNT2
Q8NAV1	PRPF38A
Q8NB14	USP38
Q8NB15	ZNF511
Q8NB16	MLKL
Q8NB37	GATD1
Q8NB46	ANKRD52
Q8NB49	ATP11C
Q8NB50	ZFP62
Q8NB78	KDM1B
Q8NB90	AFG2A
Q8NBA8	DTWD2
Q8NBF2	NHLRC2
Q8NBF6	AVL9
Q8NBI5	SLC43A3
Q8NBI6	XXYLT1
Q8NBJ4	GOLM1
Q8NBJ5	COLGALT1
Q8NBK3	SUMF1
Q8NBL1	POGLUT1
Q8NBM4	UBAC2
Q8NBM8	PCYOX1L
Q8NBN3	TMEM87A
Q8NBN7	RDH13
Q8NBP0	TTC13
Q8NBQ5	HSD17B11
Q8NBS9	TXNDC5
Q8NBT0	POC1A
Q8NBU5	ATAD1
Q8NBX0	SCCPDH
Q8NBZ7	UXS1
Q8NC42	RNF149
Q8NC44	RETREG2
Q8NC51	SERBP1
Q8NC56	LEMD2
Q8NC60	NOA1
Q8NCA5	FAM98A
Q8NCC3	PLA2G15
Q8NCE0	TSEN2
Q8NCE2	MTMR14
Q8NCF5	NFATC2IP
Q8NCG7	DAGLB
Q8NCH0	CHST14
Q8NCL4	GALNT6
Q8NCN4	RNF169
Q8NCN5	PDPR
Q8NCS4	TMEM35B
Q8NCW5	NAXE
Q8ND04	SMG8
Q8ND24	RNF214
Q8ND30	PPFIBP2
Q8ND56	LSM14A
Q8ND71	GIMAP8
Q8ND76	CCNY
Q8ND82	ZNF280C
Q8NDB2	BANK1
Q8NDC0	MAPK1IP1L
Q8NDD1	FSAF1
Q8NDF8	TENT4B
Q8NDH3	NPEPL1
Q8NDI1	EHBP1
Q8NDN9	RCBTB1
Q8NDT2	RBM15B
Q8NDV7	TNRC6A
Q8NDX1	PSD4
Q8NDX5	PHC3
Q8NDX6	ZNF740
Q8NDZ4	DIPK2A
Q8NDZ6	TMEM161B
Q8NE00	TMEM104
Q8NE01	CNNM3
Q8NE22	SETD9
Q8NE62	CHDH
Q8NE71	ABCF1
Q8NE86	MCU
Q8NEC7	GSTCD
Q8NEF9	SRFBP1
Q8NEJ9	NGDN
Q8NEL9	DDHD1
Q8NEN9	PDZD8
Q8NEQ5	C1orf162
Q8NET5	NFAM1
Q8NEU8	APPL2
Q8NEW0	SLC30A7
Q8NEZ2	VPS37A
Q8NEZ4	KMT2C
Q8NEZ5	FBXO22
Q8NF37	LPCAT1
Q8NF50	DOCK8
Q8NF91	SYNE1
Q8NF99	ZNF397
Q8NFA0	USP32
Q8NFC6	BOD1L1
Q8NFD5	ARID1B
Q8NFF5	FLAD1
Q8NFG4	FLCN
Q8NFH3	NUP43
Q8NFH4	NUP37
Q8NFH5	NUP35
Q8NFH8	REPS2
Q8NFI3	ENGASE
Q8NFP7	NUDT10
Q8NFQ8	TOR1AIP2
Q8NFU3	TSTD1
Q8NFU5	IPMK
Q8NFV4	ABHD11
Q8NFW8	CMAS
Q8NFZ0	FBH1
Q8NFZ5	TNIP2
Q8NG08	HELB
Q8NG11	TSPAN14
Q8NHG7	SVIP
Q8NHG8	ZNRF2
Q8NHH9	ATL2
Q8NHM5	KDM2B
Q8NHP6	MOSPD2
Q8NHP8	PLBD2
Q8NHQ9	DDX55
Q8NHU6	TDRD7
Q8NHV1	GIMAP7
Q8NHV4	NEDD1
Q8NHX9	TPCN2
Q8NHY2	COP1
Q8NHZ8	CDC26
Q8NI08	NCOA7
Q8NI22	MCFD2
Q8NI27	THOC2
Q8NI37	PPTC7
Q8NI60	COQ8A
Q8TAC2	JOSD2
Q8TAD4	SLC30A5
Q8TAD8	SNIP1
Q8TAE8	GADD45GIP1
Q8TAF3	WDR48
Q8TAG9	EXOC6
Q8TAP6	CEP76
