,term_name,rank,p_value,z_score,combined_score,adj_p_value,genes,n_genes,db,significant,sample_id,direction
15741,gonadal endothelial cell fetal gonad human,229,0.09495654808757927,1.4677825877825879,3.45565321128868,0.29385026678824105,"AIF1,ARRB1,ASAP2,CD109,CDC42EP1,CSRP2,DOCK9,FSTL1,IGFBP4,INF2,JUP,MRPL52,MYO1B,OLFML3,TP53I11,ZNF521",16,CellMarker_2024,False,GD_Late,both
15771,dendritic cell breast human,259,0.11393331534401333,10.229559748427674,22.22005590932892,0.29385026678824105,HLA-DRA,1,CellMarker_2024,False,GD_Late,both
15805,neuron-glial antigen 2(ng2) cell brain mouse,293,0.11393331534401333,10.229559748427674,22.22005590932892,0.29385026678824105,CSPG4,1,CellMarker_2024,False,GD_Late,both
15886,schwalie et al.nature.p2 adipose tissue mouse,374,0.1353939730504708,1.6818390633342024,3.362948934526659,0.29385026678824105,"CACNA2D1,COL6A1,DPYSL3,ERI3,MYO1B,PHYKPL,POSTN",7,CellMarker_2024,False,GD_Late,both
15925,macrophage blood human,413,0.16042410761282652,2.9252701080432173,5.35305210163734,0.3032039149275598,"CD9,ITGAL",2,CellMarker_2024,False,GD_Late,both
15930,oogenesis phase fetal germ cell fetal gonad human,418,0.17462282775579288,1.242852203516051,2.1689348142763203,0.3032039149275598,"AKT3,ALKBH2,ASPH,BAIAP2L1,CACNA2D1,CADM1,CDKN1B,CKAP4,CSRP2,ETFA,HABP2,IQSEC1,ITIH2,JAG1,MVP,MYOF,P2RX7,PHYKPL,PLD6,RRAS2,SARDH,SERPINF1,STK39,WWOX,ZBTB33",25,CellMarker_2024,False,GD_Late,both
15941,dendritic cell brain human,429,0.17597607880808097,5.844564240790656,10.154388045673729,0.3032039149275598,HLA-DRA,1,CellMarker_2024,False,GD_Late,both
15942,dendritic cell colorectum human,430,0.17597607880808097,5.844564240790656,10.154388045673729,0.3032039149275598,HLA-DRB1,1,CellMarker_2024,False,GD_Late,both
15987,tissue resident memory t(trm) cell ectocervix human,475,0.17597607880808097,5.844564240790656,10.154388045673729,0.3032039149275598,ITGAL,1,CellMarker_2024,False,GD_Late,both
16069,endothelial cell fetal gonad human,557,0.22747250877326855,1.4358174097664544,2.1260520097284132,0.33383290660118414,"BNIP3,FSTL1,IFI16,IFT27,PCOLCE,WWOX,ZNF521",7,CellMarker_2024,False,GD_Late,both
16088,macrophage skin mouse,576,0.24081435698150233,1.8068730650154798,2.572497483160983,0.3428259943139443,"AIF1,FCGR2B,TBXAS1",3,CellMarker_2024,False,GD_Late,both
16091,alveolar macrophage lung human,579,0.25200806258252145,3.7185058128454354,5.125194985614392,0.34498599552198267,MCEMP1,1,CellMarker_2024,False,GD_Late,both
16092,astrocyte cortex mouse,580,0.25200806258252145,3.7185058128454354,5.125194985614392,0.34498599552198267,ALDH1L1,1,CellMarker_2024,False,GD_Late,both
16127,immune cell kidney human,615,0.26989577641803925,3.4084556254367575,4.464120483166159,0.3541032586604675,CD4,1,CellMarker_2024,False,GD_Late,both
16131,monocyte breast human,619,0.26989577641803925,3.4084556254367575,4.464120483166159,0.3541032586604675,CD4,1,CellMarker_2024,False,GD_Late,both
16162,microglial cell entorhinal cortex human,650,0.3044006733304686,2.921233902365978,3.474546104091033,0.38108175897860197,CD9,1,CellMarker_2024,False,GD_Late,both
16163,microglial cell superior frontal gyrus human,651,0.3044006733304686,2.921233902365978,3.474546104091033,0.38108175897860197,CD9,1,CellMarker_2024,False,GD_Late,both
16206,monocyte skin human,694,0.35313061018782355,2.4053520779380935,2.5037725663431125,0.41224967074915303,HLA-DRA,1,CellMarker_2024,False,GD_Late,both
16264,mki67+ progenitor cell large intestine human,752,0.49114310534883837,1.145991146089523,0.814822322988236,0.5325255433419487,"CD93,CLEC3B,PIMREG",3,CellMarker_2024,False,GD_Late,both
16306,monocyte lung human,794,0.6110582203571908,1.0749200044135496,0.5294658622819417,0.6310676834923129,MCEMP1,1,CellMarker_2024,False,GD_Late,both
16317,meiotic prophase fetal germ cell fetal gonad human,805,0.695826482961321,0.9112696270591008,0.3304764463409552,0.7087921938239542,"AK4,ALDH3A2,CDKN2C,DDAH1,DLX5,GATM,IFIT5,IQCB1,LZTFL1,MXI1,PHF21A,PRKACB,PTK2,RWDD2B,SENP6,SLC25A4,SNX9,TCEAL1,TRAF3,WASF1,YBEY,ZNF185,ZNF664",23,CellMarker_2024,False,GD_Late,both
16324,transit amplifying (ta) cell intestinal crypt mouse,812,0.8140194942025771,0.6467920501533947,0.13309102406508413,0.8220393906971838,"FABP1,GNA11",2,CellMarker_2024,False,GD_Late,both
16328,neural progenitor cell embryonic prefrontal cortex human,816,0.90414512902659,0.505271673886946,0.050913897536226556,0.9085772129924067,"PIMREG,RBFOX2",2,CellMarker_2024,False,GD_Late,both
16330,cycling basal cell trachea mouse,818,0.9558457373268234,0.40592436974789914,0.018331033714441832,0.9581827684694318,"CDKN2C,PIMREG",2,CellMarker_2024,False,GD_Late,both
16333,liver-l2-portal fibroblast,1,3.69058460410055e-05,32.94008438818565,336.2240724023028,0.004822363882691385,"COL1A2,FBLN1,IGFBP5,MFAP4",4,Azimuth_2023,True,GD_Late,both
16334,lung v2 (hlca)-ann level 2-fibroblast lineage,2,3.69058460410055e-05,32.94008438818565,336.2240724023028,0.004822363882691385,"COL1A2,COL6A1,LUM,SPARC",4,Azimuth_2023,True,GD_Late,both
16335,lung v2 (hlca)-ann level 3-fibroblasts,3,3.69058460410055e-05,32.94008438818565,336.2240724023028,0.004822363882691385,"COL1A2,COL6A1,LUM,SPARC",4,Azimuth_2023,True,GD_Late,both
16336,lung v2 (hlca)-ann level 4-peribronchial fibroblasts,4,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"COL1A2,LUM,MFAP4",3,Azimuth_2023,True,GD_Late,both
16337,pbmc-l2-conventional dendritic cell 1,5,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"CADM1,FLT3,NDRG2",3,Azimuth_2023,True,GD_Late,both
16338,lung v2 (hlca)-ann level 4-alveolar fibroblasts,6,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"COL1A2,COL6A1,MFAP4",3,Azimuth_2023,True,GD_Late,both
16339,lung v2 (hlca)-ann level 4-smg duct,7,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"ALDH1A3,LTF,MARCKSL1",3,Azimuth_2023,True,GD_Late,both
16340,lung v2 (hlca)-ann finest level-peribronchial fibroblasts,8,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"COL1A2,LUM,MFAP4",3,Azimuth_2023,True,GD_Late,both
16341,pbmc-l3-conventional dendritic cell 1,9,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"BATF3,CADM1,FLT3",3,Azimuth_2023,True,GD_Late,both
16342,lung v2 (hlca)-ann finest level-alveolar fibroblasts,10,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"COL1A2,COL6A1,MFAP4",3,Azimuth_2023,True,GD_Late,both
16343,lung v2 (hlca)-ann finest level-smg duct,11,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"ALDH1A3,LTF,MARCKSL1",3,Azimuth_2023,True,GD_Late,both
16344,motor cortex-cluster-pdgfra+ colec12+ layer 1-5 vascular lepotomeningeal cell,12,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"C7,COL1A2,MFAP4",3,Azimuth_2023,True,GD_Late,both
16345,motor cortex-cross-species cluster-vascular lepotomeningeal cell,13,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"C7,COL1A2,MFAP4",3,Azimuth_2023,True,GD_Late,both
16346,adipose-l2-haspc2,14,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"COL1A1,COL1A2,FSTL1",3,Azimuth_2023,True,GD_Late,both
16347,fetal development-l1-stromal cells,15,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"COL1A2,IGF2,SPARC",3,Azimuth_2023,True,GD_Late,both
16348,fetal development-l1-parietal and chief cells,16,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"CLIC6,IGFBP2,IGFBP5",3,Azimuth_2023,True,GD_Late,both
16349,fetal development-l2-muscle-stromal cells,17,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"COL1A1,COL1A2,POSTN",3,Azimuth_2023,True,GD_Late,both
16350,fetal development-l2-stomach-stromal cells,18,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"COL1A1,COL1A2,POSTN",3,Azimuth_2023,True,GD_Late,both
16351,fetal development-l2-heart-myeloid cells,19,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"COL1A1,HLA-DRA,HLA-DRB1",3,Azimuth_2023,True,GD_Late,both
16352,fetal development-l2-stomach-parietal and chief cells,20,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"CLIC6,IGFBP2,IGFBP5",3,Azimuth_2023,True,GD_Late,both
16353,lung v1-l1-neuroendocrine,21,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"BEX1,NENF,PRDX2",3,Azimuth_2023,True,GD_Late,both
16354,lung v1-l2-neuroendocrine,22,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"BEX1,NENF,PRDX2",3,Azimuth_2023,True,GD_Late,both
16355,kidney-l2-natural killer t,23,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"APBA2,IKZF3,RUNX3",3,Azimuth_2023,True,GD_Late,both
16356,kidney-l3-natural killer t,24,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"APBA2,IKZF3,RUNX3",3,Azimuth_2023,True,GD_Late,both
16357,bone marrow-l2-stromal,25,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"COL1A2,CP,LUM",3,Azimuth_2023,True,GD_Late,both
16358,lung v2 (hlca)-ann level 1-stroma,26,0.0010235183089894672,20.543157894736844,141.42956084667097,0.015431506812456582,"COL1A2,LUM,SPARC",3,Azimuth_2023,True,GD_Late,both
16360,pbmc-l1-dendritic cell,28,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"HLA-DRA,HLA-DRB1",2,Azimuth_2023,False,GD_Late,both
16364,lung v2 (hlca)-ann level 4-dc1,32,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"CPNE3,LSP1",2,Azimuth_2023,False,GD_Late,both
16371,lung v2 (hlca)-ann finest level-dc1,39,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"CPNE3,LSP1",2,Azimuth_2023,False,GD_Late,both
16376,tonsil-l2-early gc-commited myc+,44,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"HLA-DRA,HLA-DRB1",2,Azimuth_2023,False,GD_Late,both
16377,tonsil-l2-gc-commited mir155hg-,45,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"HLA-DRA,HLA-DRB1",2,Azimuth_2023,False,GD_Late,both
16379,tonsil-l2-nbc main,47,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"PLEKHO1,TXNIP",2,Azimuth_2023,False,GD_Late,both
16380,tonsil-l2-pb committed early pc precursor,48,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"CD9,CKAP4",2,Azimuth_2023,False,GD_Late,both
16384,adipose-l2-hcdc2,52,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"HLA-DRA,HLA-DRB1",2,Azimuth_2023,False,GD_Late,both
16385,adipose-l2-hpdc,53,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"BCL11A,RUNX2",2,Azimuth_2023,False,GD_Late,both
16388,liver-l1-myeloid,56,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"AIF1,HLA-DRA",2,Azimuth_2023,False,GD_Late,both
16389,liver-l2-inflammatory macrophage,57,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"CD9,HLA-DRA",2,Azimuth_2023,False,GD_Late,both
16395,fetal development-l1-antigen presenting cells,63,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"HLA-DRA,HLA-DRB1",2,Azimuth_2023,False,GD_Late,both
16396,fetal development-l2-lung-megakaryocytes,64,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"CTTN,PPBP",2,Azimuth_2023,False,GD_Late,both
16397,fetal development-l2-kidney-megakaryocytes,65,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"MYO1B,PPBP",2,Azimuth_2023,False,GD_Late,both
16403,fetal development-l2-lung-myeloid cells,71,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"HLA-DRA,HLA-DRB1",2,Azimuth_2023,False,GD_Late,both
16407,fetal development-l2-intestine-lymphoid cells,75,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"LZTFL1,RUNX3",2,Azimuth_2023,False,GD_Late,both
16414,fetal development-l2-thymus-antigen presenting cells,82,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"HLA-DRA,HLA-DRB1",2,Azimuth_2023,False,GD_Late,both
16418,lung v1-l1-mesothelial,86,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"ALDH1A3,C3",2,Azimuth_2023,False,GD_Late,both
16423,kidney-l2-non-classical monocyte,91,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"ITGAL,TBXAS1",2,Azimuth_2023,False,GD_Late,both
16424,kidney-l2-plasmacytoid dendritic,92,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"BCL11A,FLT3",2,Azimuth_2023,False,GD_Late,both
16426,kidney-l3-non-classical monocyte,94,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"ITGAL,TBXAS1",2,Azimuth_2023,False,GD_Late,both
16427,kidney-l3-plasmacytoid dendritic,95,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"BCL11A,FLT3",2,Azimuth_2023,False,GD_Late,both
16430,bone marrow-l2-conventional dendritic cell 1,98,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"BATF3,CADM1",2,Azimuth_2023,False,GD_Late,both
16433,lung v2 (hlca)-ann level 3-macrophages,101,0.018359968800903622,11.713685474189676,46.82642515253338,0.06987483271800214,"AIF1,HLA-DRB1",2,Azimuth_2023,False,GD_Late,both
16455,pbmc-l2-conventional dendritic cell 2,123,0.1956781036217164,5.113731656184487,8.341950156514997,0.1956781036217164,NDRG2,1,Azimuth_2023,False,GD_Late,both
16463,lung v2 (hlca)-ann level 4-migratory dcs,131,0.1956781036217164,5.113731656184487,8.341950156514997,0.1956781036217164,LSP1,1,Azimuth_2023,False,GD_Late,both
16510,lung v2 (hlca)-ann finest level-migratory dcs,178,0.1956781036217164,5.113731656184487,8.341950156514997,0.1956781036217164,LSP1,1,Azimuth_2023,False,GD_Late,both
16560,tonsil-l2-tfh-lz-gc,228,0.1956781036217164,5.113731656184487,8.341950156514997,0.1956781036217164,GBP2,1,Azimuth_2023,False,GD_Late,both
16565,tonsil-l2-proliferative nbc,233,0.1956781036217164,5.113731656184487,8.341950156514997,0.1956781036217164,HLA-DRA,1,Azimuth_2023,False,GD_Late,both
16569,adipose-l1-b,237,0.1956781036217164,5.113731656184487,8.341950156514997,0.1956781036217164,BCL11A,1,Azimuth_2023,False,GD_Late,both
16585,adipose-l2-hmono2,253,0.1956781036217164,5.113731656184487,8.341950156514997,0.1956781036217164,TBXAS1,1,Azimuth_2023,False,GD_Late,both
16611,liver-l2-dc2,279,0.1956781036217164,5.113731656184487,8.341950156514997,0.1956781036217164,HLA-DRA,1,Azimuth_2023,False,GD_Late,both
16646,fetal development-l2-kidney-myeloid cells,314,0.1956781036217164,5.113731656184487,8.341950156514997,0.1956781036217164,HLA-DRA,1,Azimuth_2023,False,GD_Late,both
16647,fetal development-l2-intestine-myeloid cells,315,0.1956781036217164,5.113731656184487,8.341950156514997,0.1956781036217164,HLA-DRB1,1,Azimuth_2023,False,GD_Late,both
16648,fetal development-l2-pancreas-myeloid cells,316,0.1956781036217164,5.113731656184487,8.341950156514997,0.1956781036217164,HLA-DRA,1,Azimuth_2023,False,GD_Late,both
16679,lung v1-l1-capillary,347,0.1956781036217164,5.113731656184487,8.341950156514997,0.1956781036217164,CDC42EP1,1,Azimuth_2023,False,GD_Late,both
16701,kidney-l2-classical dendritic,369,0.1956781036217164,5.113731656184487,8.341950156514997,0.1956781036217164,FLT3,1,Azimuth_2023,False,GD_Late,both
16703,kidney-l3-classical dendritic,371,0.1956781036217164,5.113731656184487,8.341950156514997,0.1956781036217164,FLT3,1,Azimuth_2023,False,GD_Late,both
16714,bone marrow-l2-precursor myeloid dendritic dell,382,0.1956781036217164,5.113731656184487,8.341950156514997,0.1956781036217164,ALDH2,1,Azimuth_2023,False,GD_Late,both
16725,liver,1,1.1665752262731857e-10,3.346681867082002,76.54456681116018,8.399341629166937e-09,"ACADS,ADD2,AFM,ALDH1B1,ALDH1L1,ALDH2,APCS,APOH,BCKDHA,BDH1,BPHL,C3,CBS,CDC42EP1,CFB,CPN1,CTH,DHTKD1,FGG,GPRC5C,HAAO,HABP2,HMGCL,IGFBP2,ITIH3,KLKB1,LCAT,LECT2,MST1,NDUFC2,NTHL1,P2RX7,PCK2,PCOLCE,PIPOX,RBKS,SARDH,SCLY,SERPINA1,SERPINA4,SERPIND1,SERPINF2,TMEM53,TST",44,Human_Gene_Atlas,True,GD_Late,both
16726,smoothmuscle,2,7.376903318024006e-07,3.274664530868412,46.23741734641441,2.655685194488642e-05,"ALDH1A3,ASPH,BNIP3,CKAP4,COL1A1,COL1A2,COL6A1,CTTN,DOCK7,EFEMP1,FOSL2,FSTL1,IGFBP4,MPZL1,MRPL52,MYO1B,MYOF,PCOLCE,POSTN,PTGFRN,RCN1,RRAS2,SMAD3,SPARC,TGFBI,ZMYM4",26,Human_Gene_Atlas,True,GD_Late,both
16727,fetalliver,3,1.0343829745827941e-05,4.801922161956418,55.12184253256061,0.0002482519138998706,"ACADSB,AFM,ALDH1L2,ANGPTL3,APOH,CP,FGB,FGG,ITIH2,KLKB1,LECT2,SERPINA1,SERPINA7",13,Human_Gene_Atlas,True,GD_Late,both
16728,cardiacmyocytes,4,0.00032841838487059435,2.77523386659436,22.260767497561623,0.005132669937951758,"ACOT11,CKAP4,COL1A1,COL6A1,DOCK9,DPYSL3,EFEMP1,FOSL2,FSTL1,JAG1,MPZL1,POSTN,PVR,SENP6,SPARC,TGFBI,TP53I11",17,Human_Gene_Atlas,True,GD_Late,both
16729,uterus,5,0.000356435412357761,3.1196985063617926,24.768401753035466,0.005132669937951758,"CSPG4,HOXA10,IGFBP5,KANK1,LPP,LUM,OGN,PCOLCE,SH3PXD2B,SOCS2,TBL1X,TCEAL1,ZNF12,ZNF292",14,Human_Gene_Atlas,True,GD_Late,both
16730,heart,6,0.0010906270139490822,2.230881160514945,15.216845986403316,0.013087524167388986,"ACOT11,BCKDHA,CLEC3B,CTTN,ICAM2,IFT27,NDUFA11,NDUFA2,NDUFA3,NDUFA7,NDUFA8,NDUFB4,NDUFC1,NDUFS7,NLRX1,PACSIN3,PEX6,PPP1R13L,PRDX2,PTP4A3,SLC25A4",21,Human_Gene_Atlas,True,GD_Late,both
16731,cd14+ monocytes,7,0.0023111541490074593,2.1786612080729726,13.224491501767872,0.02377187124693387,"AIF1,ARRB1,CD4,CD93,COL6A1,DOK2,GAA,HNMT,KYNU,LGALS9,LSP1,PHF21A,PLEKHO1,RNF135,STAT6,TBL1X,TBXAS1,TFEB,WARS",19,Human_Gene_Atlas,True,GD_Late,both
16742,bronchialepithelialcells,18,0.1355986394480757,1.5235834124723013,3.044204882949653,0.5314246750883106,"ALDH1A3,BAIAP2L1,CD109,F3,FERMT1,GSTP1,JAG1,MYO1B,MYOF,RRAS2",10,Human_Gene_Atlas,False,GD_Late,both
16746,721 b lymphoblasts,22,0.1642020807588458,1.1876567049808429,2.145688786523247,0.5373886279380408,"ACOT13,ALKBH2,APOBEC3B,APOBEC3C,ARHGAP10,ATP5F1,ATP5O,BATF,BATF3,BNIP3,CBX5,CCDC51,CD300A,CLIC6,COX7B,CTH,DHRS4,DNASE2,ETFA,FADS2,FAIM,HINT2,HMGN4,IFI16,IQCB1,KYNU,MPP6,MRS2,MTA1,NDUFS1,NDUFV1,NDUFV2,NIPSNAP1,NOC3L,PDK1,PPA1,PSPH,RRS1,SEPT8,SNRPE,TCOF1,TRAF3,TRIAP1",43,Human_Gene_Atlas,False,GD_Late,both
16748,leukemia promyelocytic-hl-60,24,0.18479756698615496,2.0834611953612847,3.517912322471356,0.5418985043014378,"MRS2,NIPSNAP1,PDK1",3,Human_Gene_Atlas,False,GD_Late,both
16756,cd56+ nkcells,32,0.2619599901465513,1.1812331059338397,1.5823367492669769,0.5894099778297405,"APOBEC3C,APOBEC3G,BATF,CCL5,CD300A,DOK2,FOSL2,GBP2,GIMAP1,HMGN4,ICAM2,IFI16,ITGAL,MATK,NDUFA12,PHF21A,PRKCQ,RUNX3,TRAF3IP3,TRPV2,TXNIP",21,Human_Gene_Atlas,False,GD_Late,both
16761,cd71+ earlyerythroid,37,0.34496729571015244,1.1431828948107943,1.2166960270623948,0.6571449243623502,"ABCB10,ADD2,BLVRB,CDKN2C,COL6A1,EIF1AY,KDM5D,METTL7A,MXI1,NFIX,PRDX2,RAB6B,SLC2A1,STEAP3,TNS1",15,Human_Gene_Atlas,False,GD_Late,both
16779,leukemialymphoblastic(molt-4),55,0.7769234433565563,0.7029121993625036,0.17742450170019583,0.9998926731014096,"LZTFL1,ZNF512B",2,Human_Gene_Atlas,False,GD_Late,both
16794,cd105+ endothelial,70,0.9937216232251167,0.32964290836082033,0.002076146636562079,0.9998926731014096,"ADD2,BLVRB,PRDX2",3,Human_Gene_Atlas,False,GD_Late,both
16819,leprosy,23,0.11935400510533423,3.562111801242236,7.571843448358451,0.5363736445151035,"HLA-DRA,HLA-DRB1",2,dbGaP,False,GD_Late,both
16925,ppara 22158963 chip-seq liver mouse,1,2.547172613463269e-10,2.387625508819539,52.744717477463894,1.5395435765167777e-07,"ACOT1,ACSF2,ADIPOQ,AGMAT,AK3,AKAP7,ALDH1L1,ALDH3A2,ANGPTL3,BAIAP2L1,BCKDHA,BDH1,BLVRB,BPHL,C3,CADM1,CBS,CDC42EP1,CFB,CP,CTH,DDAH1,DPYD,DSC2,ETFA,FABP1,FADS2,FBP2,FGB,FGG,FOSL2,GABPB2,GALM,GPRC5C,HABP2,HMGCL,HPDL,HSD17B12,IGFBP4,IGFBP5,IL1RN,INF2,IQSEC1,ITIH2,ITIH3,JUND,JUP,KRT18,KYNU,LECT2,LGALS9,MPZL1,MRS2,MYC,N4BP2L1,NDRG2,NDUFA7,NDUFS7,NIPSNAP1,OPTN,PDK1,PEX6,PIK3AP1,PIPOX,SCLY,SERPINF1,SERPINF2,SLC47A1,SMAD3,SOCS2,SORBS3,SORD,STEAP3,TMEM53,TOMM6,TRAF3IP3,TST,TXNIP",78,ChEA_2022,True,GD_Late,both
16926,sox2 20726797 chip-seq sw620 human,2,4.1609285851804806e-10,2.227736494621368,48.119359267265196,1.5395435765167777e-07,"ACADSB,ALDH1A3,ALDH3A2,APOBEC3B,APOBEC3C,APOH,ASPH,ATF4,BAIAP2L1,BATF,BLVRB,CAP2,CBX6,CCDC51,CD109,CD99,CDKN2C,CFB,COL6A1,CSRP2,DDAH1,DLX1,DNASE2,DPYD,DPYSL3,DSC2,EPDR1,EVL,FAIM,FBLN1,GBP2,GK,HNMT,ICAM2,IGFBP2,IL1RN,JAG1,JUP,LSP1,MAP2K6,METTL7A,MRPL52,MVP,MYO1B,NDUFA3,NDUFA8,NEIL2,PACSIN3,PCK2,PDF,PDK1,PDLIM1,PFKFB4,PIK3AP1,PLEKHO1,PRDM11,PRKACB,PSPH,PTK2,PVR,RAB7B,RBKS,RNF135,RUNX2,RUNX3,SCD5,SERPINA1,SERPINF1,SFXN3,SLC25A4,SLC2A3,SMAD3,SNX9,SOCS2,SRC,ST14,STAT6,STK39,TCEAL1,TFEB,TRIM16,TRPV2,UACA,WASF1,WWOX,ZNF185,ZNF22,ZNF292,ZNF395,ZNF618",90,ChEA_2022,True,GD_Late,both
16927,rxr 22158963 chip-seq liver mouse,3,2.860232122479703e-09,2.2837302825680275,44.92637123541145,7.055239235449934e-07,"ACAA2,ACOT1,ACOT13,ACSF2,AGMAT,ALDH1L1,ALDH2,ALDH3A2,APCS,APOH,BAIAP2L1,BLVRB,BNIP3,C3,CBS,CD4,CDC42EP1,CFB,CP,CPN1,CTH,DDAH1,DPYD,DSC2,ETFA,FABP1,FADS2,FBP2,FGB,FGG,GAA,GABPB2,GALM,HAAO,HABP2,HINT2,HNMT,IGFBP4,INF2,ITIH2,ITIH3,JUP,KRT18,KYNU,LCAT,LECT2,LGALS9,LPP,MPZL1,MST1,MYO1B,N4BP2L1,NDRG2,NDUFA7,OPTN,PDK1,PHF2,PIK3AP1,PIPOX,PRDX2,RNF135,SARDH,SERPIND1,SERPINF2,SMAD3,SOCS2,SORBS3,SORD,STEAP3,TBL1X,TMEM53,TRAF3IP3,TRPV2,TST,TXNIP",75,ChEA_2022,True,GD_Late,both
16928,ppard 21283829 chip-seq myofibroblast human,4,1.4413518009587172e-07,1.8426781964982013,29.02681450622284,2.6665008317736267e-05,"ACAA2,ACADS,ADIPOQ,AK3,AKAP7,ALDH1A3,ALDH3A2,APOH,BAIAP2L1,BCL11A,BDH1,BPHL,CAP2,CAPN2,CBX5,CBX6,CD109,CDC42EP1,CDKN2C,CGREF1,CHST3,CKAP4,CLEC3B,COL6A1,CP,CSPG4,CYTL1,DCAKD,DLX5,DPYD,EFEMP1,EIF2AK2,EPHB3,ETFA,EVL,FBLN1,FOSL2,GAA,GALM,GNB1L,GSTP1,HNMT,HSD17B12,IGFBP3,IGFBP4,INF2,JUND,JUP,KANK1,KCTD18,KRT18,KYNU,MAP2K6,MPI,MRPL52,MTA1,MXI1,MYC,MYO1B,NDUFA8,NDUFC2,NDUFV2,NKD2,PACS2,PCOLCE,PDLIM1,PHF2,PIK3AP1,POSTN,PRDM11,PRDX2,PRKACB,PRKCQ,PRNP,PTP4A3,PVR,RAI1,RBKS,RPL22L1,RRAS2,SARDH,SCAMP2,SCD5,SCRG1,SERPIND1,SERPINF1,SERPINF2,SH3PXD2B,SLC25A4,SLC2A1,SMAD3,SNX9,SOBP,SORBS3,SRC,ST14,STEAP3,TBXAS1,TGFBI,TMEM53,TNS1,TRIM9,TXNIP,UACA,VAT1L,VAV2,ZNF521",107,ChEA_2022,True,GD_Late,both
16929,nr1h3 23393188 chip-seq atherosclerotic-foam human,5,2.284128802491589e-06,2.7018780801847,35.096115231967026,0.0002997929230625892,"ARRB1,ATP8B4,BNIP3,CBS,CCL5,CD300A,CD300LF,CD93,CLIC6,DLL1,EEF1A2,ERH,GATM,GBP2,HNMT,ICAM2,IGFBP2,IGFBP4,IL1RN,IQSEC1,JAG1,KYNU,NENF,NFIX,OPTN,PACSIN3,PFKFB4,PTK2,SLC2A1,SLC2A3,TGFBI,ZNF618",32,ChEA_2022,True,GD_Late,both
